viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
2.07e-05,319.38,7473000.0,Vapor,62103,4781.44593404581,-42.369902149795,-4.1991769801543075,-0.505044904644361 m^-2 kg^-1 s^2 mol K,-0.3337815773209709 m^-2 kg^-1 s^2 mol K,-2582.5012924520615,-3675.0580190765586,-2333.9248751548757,-1241.3681485303784,0.00020914175623729206,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6285153750092393e-05,3.1162547883241783e-05,1.7371722787715547e-05,1.1855569946259965,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
1.88e-05,319.38,6161000.0,Vapor,62103,3383.6030089322735,-38.32268967979347,-3.0271212873116586,-0.3640790062249417 m^-2 kg^-1 s^2 mol K,-0.24061794080030516 m^-2 kg^-1 s^2 mol K,-1876.0930097675416,-2710.7259929133033,-1743.9239961717062,-909.2910130259443,0.00029554294559974367,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6285153750092393e-05,3.1162547883241783e-05,1.7371722787715547e-05,1.1855569946259965,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
2.29e-05,319.38,8359000.0,Vapor,62103,6174.220895481858,-45.62942326371126,-5.333191311833875,-0.6414354789676657 m^-2 kg^-1 s^2 mol K,-0.4239214057019799 m^-2 kg^-1 s^2 mol K,-3250.547039349557,-4552.165082874804,-2848.8504417013,-1547.2323981760535,0.00016196375493007957,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6285153750092393e-05,3.1162547883241783e-05,1.7371722787715547e-05,1.1855569946259965,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
3.66e-05,319.38,10130000.0,Vapor,62103,10575.954078077468,-53.663054886271205,-8.891977180861728,-1.0694590365284198 m^-2 kg^-1 s^2 mol K,-0.7067999712698565 m^-2 kg^-1 s^2 mol K,-5200.882102566411,-6898.521967657499,-4058.6022956338793,-2360.962430542793,9.455411706759069e-05,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6285153750092393e-05,3.1162547883241783e-05,1.7371722787715547e-05,1.1855569946259965,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
5.39e-05,319.38,12336000.0,Vapor,62103,14016.63268153722,-59.06804623086322,-11.955102582834238,-1.4378683424148506 m^-2 kg^-1 s^2 mol K,-0.9502797848224511 m^-2 kg^-1 s^2 mol K,-6672.524371428201,-8447.900183658749,-4629.679520753151,-2854.303708522602,7.134381150739615e-05,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6285153750092393e-05,3.1162547883241783e-05,1.7371722787715547e-05,1.1855569946259965,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
2.94e-05,319.44,9462000.0,Vapor,62103,8792.573378778698,-50.66226957714352,-7.430831199568196,-0.8937235682970319 m^-2 kg^-1 s^2 mol K,-0.590657305067102 m^-2 kg^-1 s^2 mol K,-4431.060649041217,-6010.897127506102,-3637.1924091160363,-2057.3559306511524,0.00011373234625639275,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6289390532032635e-05,3.1165474906014705e-05,1.7374522855087327e-05,1.185477269548746,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
4.05e-05,319.44,10466000.0,Vapor,62103,11302.19537154989,-54.824074568008925,-9.504961458483011,-1.1431840992020958 m^-2 kg^-1 s^2 mol K,-0.7555244856269222 m^-2 kg^-1 s^2 mol K,-5510.53111887083,-7240.488274119055,-4204.223385821243,-2474.2662305730173,8.847838558137297e-05,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6289390532032635e-05,3.1165474906014705e-05,1.7374522855087327e-05,1.185477269548746,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
6.34e-05,319.45,14620000.0,Vapor,62103,15712.935365735342,-61.70416750875388,-13.646238136842902,-1.6412651981919577 m^-2 kg^-1 s^2 mol K,-1.0847037196430889 m^-2 kg^-1 s^2 mol K,-7413.414083631058,-9139.025576435788,-4779.734803621322,-3054.1233108165925,6.364183245994033e-05,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6290096630324047e-05,3.116596271641733e-05,1.7374989511812867e-05,1.1854639849618986,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
7.68e-05,319.5,19605000.0,Vapor,62103,17729.152372050405,-64.91291680609073,-15.854682640048695,-1.9068800195736817 m^-2 kg^-1 s^2 mol K,-1.260247187610655 m^-2 kg^-1 s^2 mol K,-8318.47347381685,-9869.13845336105,-4803.567349865493,-3252.9023703212933,5.6404275794734365e-05,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6293626984506845e-05,3.1168401653911096e-05,1.7377322704716705e-05,1.185397574563473,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
1.66e-05,319.78,1722000.0,Vapor,62103,699.4120286998341,-22.80832845754247,-0.6478752250359927,-0.07792147908891493 m^-2 kg^-1 s^2 mol K,-0.05149790436118891 m^-2 kg^-1 s^2 mol K,-407.0820586577242,-603.812878484559,-396.6353390225493,-199.90451919571447,0.0014297723787492494,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.6313392740361886e-05,3.11820561785563e-05,1.739038579099986e-05,1.1850260620602684,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
