thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0.1698,298.149994,101325.0,Liquid,197941,41.085592307936935,-0.19327872789519648,-0.04091663597364211,-4.92114016897586e-3 m^-2 kg^-1 s^2 mol K,-3.252356201821334e-3 m^-2 kg^-1 s^2 mol K,-24.974727106374644,-37.73871048964442,-25.539415719602843,-12.775432336333067,0.024339432482924667,30.914720998851582,22.430985479168502,-4.899392804083198,-14.258992905411214,-9.359600101328017,-4695.269407848549,-5492.4151649372925,15919.430554704479,6.281631723971948e-05,5352.834295417711,0.00018681691694735425,-0.00012400059970763477,-1.0244548320770264e-08,2.4765213088956745e-05,3.0109011879395717e-05,1.636720182998926e-05,1.2157784296563097,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1742,298.149994,101325.0,Liquid,197942,41.085592307936935,-0.19327872789519648,-0.04091663597364211,-4.92114016897586e-3 m^-2 kg^-1 s^2 mol K,-3.252356201821334e-3 m^-2 kg^-1 s^2 mol K,-24.974727106374644,-37.73871048964442,-25.539415719602843,-12.775432336333067,0.024339432482924667,30.914720998851582,22.430985479168502,-4.899392804083198,-14.258992905411214,-9.359600101328017,-4695.269407848549,-5492.4151649372925,15919.430554704479,6.281631723971948e-05,5352.834295417711,0.00018681691694735425,-0.00012400059970763477,-1.0244548320770264e-08,2.4765213088956745e-05,3.0109011879395717e-05,1.636720182998926e-05,1.2157784296563097,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.165,303.149994,101325.0,Liquid,197810,40.39784910181482,0.3203306391851195,-0.039615629697124795,-4.764665080173754e-3 m^-2 kg^-1 s^2 mol K,-3.148942621223815e-3 m^-2 kg^-1 s^2 mol K,-24.371637718229675,-36.72284053198835,-24.71336262699875,-12.362159813240071,0.024753793140810467,30.850414890047865,22.373572617660486,-6.480973775928285,-11.445643269536975,-4.96466949360869,-2545.7714293508484,-2980.1458113150975,13197.708997711272,7.577072658394109e-05,7350.780796940486,0.00013603997012347536,-6.026924353953427e-05,5.029141902923584e-08,2.512694176038358e-05,3.036042750349374e-05,1.660626644662189e-05,1.2082818431712823,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1641,293.149994,101325.0,Liquid,198009,41.79746145115552,-0.716666189128783,-0.04228820525490492,-5.086102036537597e-3 m^-2 kg^-1 s^2 mol K,-3.3613786508080085e-3 m^-2 kg^-1 s^2 mol K,-25.603143691375042,-38.79752501843289,-26.40073790168675,-13.2063565746289,0.02392489795507316,30.97950332934516,22.488454897094613,-4.040300725585575,-16.18282187643887,-12.142521150853295,-5985.5674419411225,-6994.263234652482,17535.236232563522,5.7028031258738704e-05,4284.6756968939235,0.00023338989243104836,-0.00017636186117230967,-7.636845111846924e-08,2.4401146875321393e-05,2.985547913720839e-05,1.612659234374555e-05,1.2235277009624226,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1696,310.950012,101325.0,Liquid,197813,39.37027529560688,1.1028085891568056,-0.037716033306987466,-4.536196148701277e-3 m^-2 kg^-1 s^2 mol K,-2.997948680656452e-3 m^-2 kg^-1 s^2 mol K,-23.478152390718837,-35.218252209115754,-23.490451199715604,-11.750351381318685,0.02539987319091936,30.75097032519578,22.28411487164777,-8.693484002895774,-8.693484002895774,0.0,0.0,0.0,10092.111177144232,9.90872952593622e-05,10092.111177144232,9.90872952593622e-05,0.0,0.0,2.5686602601221538e-05,3.0748532215343246e-05,1.6976143414990114e-05,1.1970649716783093,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1687,303.149994,101325.0,Liquid,197788,40.39784910181482,0.3203306391851195,-0.039615629697124795,-4.764665080173754e-3 m^-2 kg^-1 s^2 mol K,-3.148942621223815e-3 m^-2 kg^-1 s^2 mol K,-24.371637718229675,-36.72284053198835,-24.71336262699875,-12.362159813240071,0.024753793140810467,30.850414890047865,22.373572617660486,-6.480973775928285,-11.445643269536975,-4.96466949360869,-2545.7714293508484,-2980.1458113150975,13197.708997711272,7.577072658394109e-05,7350.780796940486,0.00013603997012347536,-6.026924353953427e-05,5.029141902923584e-08,2.512694176038358e-05,3.036042750349374e-05,1.660626644662189e-05,1.2082818431712823,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1687,303.149994,101325.0,Liquid,197789,40.39784910181482,0.3203306391851195,-0.039615629697124795,-4.764665080173754e-3 m^-2 kg^-1 s^2 mol K,-3.148942621223815e-3 m^-2 kg^-1 s^2 mol K,-24.371637718229675,-36.72284053198835,-24.71336262699875,-12.362159813240071,0.024753793140810467,30.850414890047865,22.373572617660486,-6.480973775928285,-11.445643269536975,-4.96466949360869,-2545.7714293508484,-2980.1458113150975,13197.708997711272,7.577072658394109e-05,7350.780796940486,0.00013603997012347536,-6.026924353953427e-05,5.029141902923584e-08,2.512694176038358e-05,3.036042750349374e-05,1.660626644662189e-05,1.2082818431712823,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1721,303.149994,101325.0,Liquid,197814,40.39784910181482,0.3203306391851195,-0.039615629697124795,-4.764665080173754e-3 m^-2 kg^-1 s^2 mol K,-3.148942621223815e-3 m^-2 kg^-1 s^2 mol K,-24.371637718229675,-36.72284053198835,-24.71336262699875,-12.362159813240071,0.024753793140810467,30.850414890047865,22.373572617660486,-6.480973775928285,-11.445643269536975,-4.96466949360869,-2545.7714293508484,-2980.1458113150975,13197.708997711272,7.577072658394109e-05,7350.780796940486,0.00013603997012347536,-6.026924353953427e-05,5.029141902923584e-08,2.512694176038358e-05,3.036042750349374e-05,1.660626644662189e-05,1.2082818431712823,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1733,303.149994,101325.0,Liquid,197790,40.39784910181482,0.3203306391851195,-0.039615629697124795,-4.764665080173754e-3 m^-2 kg^-1 s^2 mol K,-3.148942621223815e-3 m^-2 kg^-1 s^2 mol K,-24.371637718229675,-36.72284053198835,-24.71336262699875,-12.362159813240071,0.024753793140810467,30.850414890047865,22.373572617660486,-6.480973775928285,-11.445643269536975,-4.96466949360869,-2545.7714293508484,-2980.1458113150975,13197.708997711272,7.577072658394109e-05,7350.780796940486,0.00013603997012347536,-6.026924353953427e-05,5.029141902923584e-08,2.512694176038358e-05,3.036042750349374e-05,1.660626644662189e-05,1.2082818431712823,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.1771,285.149994,101325.0,Liquid,197794,42.989943311109066,-1.5752925411731098,-0.0446422936565533,-5.369233792582614e-3 m^-2 kg^-1 s^2 mol K,-3.548498970710868e-3 m^-2 kg^-1 s^2 mol K,-26.6650288720792,-40.58741133030405,-27.85766156199164,-13.935279103766792,0.023261254213880044,31.08423736503311,22.58053065899686,-3.13259675113737,-18.634692683825204,-15.502095932687833,-7461.059020309605,-8696.937108870301,19350.74675031681,5.167759223470939e-05,3186.60424877205,0.0003138136781137311,-0.0002621360858790217,-8.009374141693115e-08,2.3813738822450702e-05,2.9445286474513945e-05,1.5738377385797834e-05,1.2364831366485816,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
