,id,temperature,unc_t,pressure,unc_p,density,unc_rho,value,uncertainty,unit,property,type,database,phase,const_value,const_prop,quality,note,substance_id,reference_id,id_1,ddbnr,cas,common_name,iupac_name,iupac_name_source,inchi_key,canonical_smiles,isomeric_smiles,inchi,formula,family,source,id_2,database_refID,database_1,title,authors,year,pages,volume,issue,journal
50036,51517,548.15,,2546000.0,,,,1.896e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50037,51518,548.15,,3585000.0,,,,1.8780000000000003e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50038,51519,573.15,,6792000.0,,,,1.962e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50039,51520,573.15,,7923000.0,,,,1.942e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50040,51521,598.15,,3044000.0,,,,2.107e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50041,51522,598.15,,3547000.0,,,,2.107e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50042,51523,598.15,,4543000.0,,,,2.094e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50043,51524,598.15,,4791000.0,,,,2.09e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50044,51525,598.15,,5535000.0,,,,2.097e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50045,51526,598.15,,5537000.0,,,,2.096e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50046,51527,598.15,,5977000.0,,,,2.107e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50047,51528,598.15,,6288000.0,,,,2.085e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50048,51529,598.15,,6785000.0,,,,2.083e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50049,51530,598.15,,6786000.0,,,,2.0920000000000003e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50050,51531,598.15,,6971000.0,,,,2.098e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50051,51532,598.15,,7079000.0,,,,2.094e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50052,51533,598.15,,7082000.0,,,,2.105e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50053,51534,598.15,,7757000.0,,,,2.094e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50054,51535,598.15,,7758000.0,,,,2.098e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50055,51536,598.15,,7970000.0,,,,2.102e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50056,51537,598.15,,8527000.0,,,,2.089e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50057,51538,598.15,,8530000.0,,,,2.082e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50058,51539,598.15,,8774000.0,,,,2.076e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50059,51540,598.15,,9262000.0,,,,2.065e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50060,51541,598.15,,9522000.0,,,,2.072e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50061,51542,598.15,,10025000.0,,,,2.076e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50062,51543,598.15,,10026000.0,,,,2.078e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50063,51544,598.15,,10770000.0,,,,2.0920000000000003e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50064,51545,598.15,,10772000.0,,,,2.087e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50065,51546,598.15,,10960000.0,,,,2.086e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50066,51547,623.15,,4296000.0,,,,2.227e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50067,51548,623.15,,4596000.0,,,,2.237e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50068,51549,623.15,,6035000.0,,,,2.228e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50069,51550,623.15,,6290000.0,,,,2.22e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50070,51551,623.15,,7087000.0,,,,2.218e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50071,51552,623.15,,7531000.0,,,,2.23e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50072,51553,623.15,,7537000.0,,,,2.227e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50073,51554,623.15,,8283000.0,,,,2.211e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50074,51555,623.15,,8586000.0,,,,2.22e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50075,51556,623.15,,9026000.0,,,,2.216e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50076,51557,623.15,,9779000.0,,,,2.206e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50077,51558,623.15,,10090000.0,,,,2.217e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50078,51559,623.15,,10521000.0,,,,2.215e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50079,51560,623.15,,11270000.0,,,,2.209e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50080,51561,623.15,,11275000.0,,,,2.211e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50081,51562,623.15,,12268000.0,,,,2.227e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50082,51563,623.15,,13145000.0,,,,2.231e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50083,51564,623.15,,13517000.0,,,,2.241e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50084,51565,623.15,,13518000.0,,,,2.233e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
50085,51566,623.15,,14181000.0,,,,2.244e-05,,Pa*s,viscosity,Experiment,DDB,Vapor,,,,,173,31343,173,174,7732-18-5,water,oxidane,PubChem,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,O,InChI=1S/H2O/h1H2,H2O,other inorganics,NIST ChemistryWebBook,31343,31401,DDB,Experimentelle Untersuchung der Viskosität von Wasserdampf bei Temperaturen bis 450°C und Drücken bis 350 bar,"Rivkin, S.L.;Levin, A.Ya.;Izrailevskii, L.B.",1968,74 - 78,,12,Teploenergetika
