speed_of_sound_m_s,temperature,pressure,state,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
797.5,393.15,100000.0,liquid,5376.496581996021,-13.205516907665501,-45.90129914205047,-5.52065734733507 m^-2 kg^-1 s^2 mol K,-1.4461068072440983 m^-2 kg^-1 s^2 mol K,-32314.079388428527,-35564.31089431552,-17518.215136618375,-14267.983630731382,0.00018599472439890415,361.31282210884814,315.209913130637,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,53755.635910045065,50486.91076171586,53755.7417400428,734.4499292612546,1
903.1,393.15,9910000.0,liquid,5538.441020514707,-15.621552641532501,-48.070594153247775,-5.7815635671142065 m^-2 kg^-1 s^2 mol K,-1.5144498027855737 m^-2 kg^-1 s^2 mol K,-33238.012077222316,-34717.53087125538,-15818.576779906025,-14339.057985872954,0.00018055622444943295,356.8096913592946,316.3543995974816,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,66734.78080530731,64445.39419534632,67714.22517367326,817.6724192732433,1
988.3,393.15,19710000.0,liquid,5670.807271983272,-17.633305889896643,-49.88597287573222,-5.999903441361867 m^-2 kg^-1 s^2 mol K,-1.5716427706836407 m^-2 kg^-1 s^2 mol K,-33967.277169211266,-33760.4125270262,-14147.742290932081,-14354.606933117144,0.00017634173620050862,354.18039079335523,317.32955106953386,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,76891.65711978852,77318.47762253918,80587.30860086613,887.3569072993622,1
1061.4,393.15,29520000.0,liquid,5784.12963616457,-19.38271262578354,-51.47086621306235,-6.1905222955340875 m^-2 kg^-1 s^2 mol K,-1.6215743649240588 m^-2 kg^-1 s^2 mol K,-34570.522262045495,-32735.733187420974,-12499.962135755513,-14334.751210380029,0.0001728868581623104,352.4950151946982,318.1953025171602,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,84755.22684611537,89454.6688735159,92723.49985184283,948.2711250504882,1
1125.9,393.15,39330000.0,liquid,5883.788281530289,-20.94240673738089,-52.88852500387415,-6.361027456952046 m^-2 kg^-1 s^2 mol K,-1.6662372844069693 m^-2 kg^-1 s^2 mol K,-35083.27134387821,-31667.63338516673,-10874.509779893613,-14290.14773860509,0.00016995852878307755,351.36345393429286,318.9822360730886,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,90622.32165205613,101022.63577987987,104291.46675820682,1002.8302899100418,1
1184.2,393.15,49130000.0,liquid,5973.05452654986,-22.356811179872274,-54.177733406807775,-6.5160835877137435 m^-2 kg^-1 s^2 mol K,-1.7068534125402723 m^-2 kg^-1 s^2 mol K,-35527.2725022995,-30570.831171187387,-9270.855282300916,-14227.296613413026,0.00016741852858618005,350.5877159311259,319.7090723248319,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,94698.70872118845,112126.91133468464,115395.7423130116,1052.504037687212,1
839.4,413.15,9910000.0,liquid,5399.77584517343,2.3350778034623882,-45.06112381591001,-5.419607482211366 m^-2 kg^-1 s^2 mol K,-1.419637332934662 m^-2 kg^-1 s^2 mol K,-31985.994768722037,-33585.85363224662,-14968.850327703389,-13368.991464178816,0.00018519287256967275,367.1232788702911,324.98105635102405,-0.43230100151243084,-42.692371859019225,-42.2600708575068,-30529.642984779646,-33728.60581805537,5213.856668075594,0.00019179660348605143,45.74295560771842,0.021861289606552346,-0.021669493003066295,1.4260876923799515e-08,3.1539457656685224e-05,3.938543405581024e-05,8.261593057597764e-06,1.248767004319808,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,58889.459617879096,56434.8536223876,59869.97385307761,769.466086780696,1
931.5,413.15,19710000.0,liquid,5547.578218981837,0.17655256440320957,-46.99512503179231,-5.652214363101027 m^-2 kg^-1 s^2 mol K,-1.4805674672833788 m^-2 kg^-1 s^2 mol K,-32805.732232616974,-32687.950778647675,-13271.914871762687,-13389.696325731982,0.00018025883737490282,363.81004409573393,325.98792300119936,-0.43230100151243084,-42.692371859019225,-42.2600708575068,-30529.642984779646,-33728.60581805537,5213.856668075594,0.00019179660348605143,45.74295560771842,0.021861289606552346,-0.021669493003066295,1.4260876923799515e-08,3.1539457656685224e-05,3.938543405581024e-05,8.261593057597764e-06,1.248767004319808,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,69334.11492878302,69573.71626040623,73008.83649109624,844.5635058359618,1
1008.9,413.15,29520000.0,liquid,5671.650647283317,-1.6658665069601843,-48.65363883890492,-5.851687724553337 m^-2 kg^-1 s^2 mol K,-1.5328184525757904 m^-2 kg^-1 s^2 mol K,-33470.50751469528,-31700.793767442752,-11599.542881149182,-13369.256628401718,0.00017631551415794506,361.73639193232333,326.86435512721715,-0.43230100151243084,-42.692371859019225,-42.2600708575068,-30529.642984779646,-33728.60581805537,5213.856668075594,0.00019179660348605143,45.74295560771842,0.021861289606552346,-0.021669493003066295,1.4260876923799515e-08,3.1539457656685224e-05,3.938543405581024e-05,8.261593057597764e-06,1.248767004319808,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,77441.21803300467,81892.3710383765,85327.49126906651,909.2112880494673,1
1076.6,413.15,39330000.0,liquid,5779.3351935667015,-3.287914847937174,-50.119304918759,-6.027966835683627 m^-2 kg^-1 s^2 mol K,-1.5789938274527524 m^-2 kg^-1 s^2 mol K,-34028.008731065354,-30657.847959231003,-9951.057132045718,-13321.217903880075,0.00017303028229149185,360.35035036272336,327.6499964821399,-0.43230100151243084,-42.692371859019225,-42.2600708575068,-30529.642984779646,-33728.60581805537,5213.856668075594,0.00019179660348605143,45.74295560771842,0.021861289606552346,-0.021669493003066295,1.4260876923799515e-08,3.1539457656685224e-05,3.938543405581024e-05,8.261593057597764e-06,1.248767004319808,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,83550.87039698784,93597.62166225312,97032.74189294313,966.5505069532467,1
1137.2,413.15,49130000.0,liquid,5874.876395323096,-4.745338200600157,-51.4404013236871,-6.186858211542809 m^-2 kg^-1 s^2 mol K,-1.6206145776254215 m^-2 kg^-1 s^2 mol K,-34506.00941889647,-29578.400513853227,-8325.798706971902,-13253.407612015146,0.0001702163471551649,359.3901834173727,328.36801760386544,-0.43230100151243084,-42.692371859019225,-42.2600708575068,-30529.642984779646,-33728.60581805537,5213.856668075594,0.00019179660348605143,45.74295560771842,0.021861289606552346,-0.021669493003066295,1.4260876923799515e-08,3.1539457656685224e-05,3.938543405581024e-05,8.261593057597764e-06,1.248767004319808,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,87888.48037645163,104812.25121828573,108247.37144897574,1018.4022963597952,1
777.4,433.15,9910000.0,liquid,5256.1448680020185,19.94080679035447,-42.22187879272169,-5.078124796729168 m^-2 kg^-1 s^2 mol K,-1.3301877610879003 m^-2 kg^-1 s^2 mol K,-30740.099421920655,-32456.096640116,-14167.6898410486,-12451.692622853254,0.0001902535080582973,377.88363743056317,333.7225430893081,-0.6439636521593293,-39.61282582034167,-38.96886216818234,-28899.958316214113,-32140.165331833738,5040.93194805084,0.00019837601663848418,72.81292336869478,0.013733825723991469,-0.013535449707352985,-1.1915108188986778e-07,3.2885711240033206e-05,4.032746443760954e-05,8.614237018030491e-06,1.2262913866529717,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,51516.815983327404,48902.45877111535,52503.86825416843,721.4229146519274,1
877.7,433.15,19710000.0,liquid,5422.139310855331,17.60690802151587,-44.297259291452235,-5.327735696921238 m^-2 kg^-1 s^2 mol K,-1.39557200778532 m^-2 kg^-1 s^2 mol K,-31666.141386048435,-31632.454301121474,-12445.096439028937,-12478.7835239559,0.00018442904961847099,373.7442192979817,334.76961086955345,-0.6439636521593293,-39.61282582034167,-38.96886216818234,-28899.958316214113,-32140.165331833738,5040.93194805084,0.00019837601663848418,72.81292336869478,0.013733825723991469,-0.013535449707352985,-1.1915108188986778e-07,3.2885711240033206e-05,4.032746443760954e-05,8.614237018030491e-06,1.2262913866529717,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,62222.71226258913,62290.40153676436,65891.81101981744,802.4869174998685,1
959.7,433.15,29520000.0,liquid,5558.364312311386,15.656526566725441,-46.04133039201894,-5.5374992355483545 m^-2 kg^-1 s^2 mol K,-1.450518450216983 m^-2 kg^-1 s^2 mol K,-32400.51246888572,-30691.007024211707,-10748.204764908702,-12457.71020958272,0.00017990904226717746,371.23942663169146,335.66097057847986,-0.6439636521593293,-39.61282582034167,-38.96886216818234,-28899.958316214113,-32140.165331833738,5040.93194805084,0.00019837601663848418,72.81292336869478,0.013733825723991469,-0.013535449707352985,-1.1915108188986778e-07,3.2885711240033206e-05,4.032746443760954e-05,8.614237018030491e-06,1.2262913866529717,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,70535.60711348173,74766.08053690757,78367.49001996065,871.069089745277,1
1030.6,433.15,39330000.0,liquid,5674.893814335333,13.962733375067067,-47.56261531685804,-5.72046775614975 m^-2 kg^-1 s^2 mol K,-1.4984460802990753 m^-2 kg^-1 s^2 mol K,-33007.55213783226,-29678.435467136194,-9076.688642639134,-12405.805313335195,0.00017621475092166532,369.58595138661605,336.44802069970575,-0.6439636521593293,-39.61282582034167,-38.96886216818234,-28899.958316214113,-32140.165331833738,5040.93194805084,0.00019837601663848418,72.81292336869478,0.013733825723991469,-0.013535449707352985,-1.1915108188986778e-07,3.2885711240033206e-05,4.032746443760954e-05,8.614237018030491e-06,1.2262913866529717,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,76846.36804558612,86582.01256703402,90183.4220500871,931.2581884081759,1
1093.6,433.15,49130000.0,liquid,5777.23383249827,12.455553341835419,-48.92118979256464,-5.883866707843919 m^-2 kg^-1 s^2 mol K,-1.541247565969174 m^-2 kg^-1 s^2 mol K,-33522.71368811996,-28620.053330061117,-7429.839971411741,-12332.500329470586,0.00017309321882987838,368.4393658382191,337.1592950134956,-0.6439636521593293,-39.61282582034167,-38.96886216818234,-28899.958316214113,-32140.165331833738,5040.93194805084,0.00019837601663848418,72.81292336869478,0.013733825723991469,-0.013535449707352985,-1.1915108188986778e-07,3.2885711240033206e-05,4.032746443760954e-05,8.614237018030491e-06,1.2262913866529717,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,81401.79268351223,97881.18884136647,101482.59832441955,985.301727614257,1
