thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.1192,333.4,4000000.0,Liquid,190310,5868.203215228018,-70.87525890852473,-57.44663984165006,-6.909242663046547 m^-2 kg^-1 s^2 mol K,-1.8098393396496613 m^-2 kg^-1 s^2 mol K,-36734.25333123492,-38824.65551570008,-19671.945792493952,-17581.543608028787,0.00017040991310679132,329.7315728761763,290.7143882095198,-0.04935360927872717,-56.70042824666467,-56.651074637385946,-36427.861911705586,-39176.820938913865,5820.484200653293,0.00017180701218770763,3.8568774725110897,0.25927709841114865,-0.25910529139896094,6.542359187733382e-08,2.5918184456138055e-05,3.538054799757576e-05,6.789130463154352e-06,1.3650858939387165,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,86080.61686510731,83476.18888222592,86248.2307191182,925.4013140179728,1
0.1164,343.44,4000000.0,Liquid,190310,5799.320853629023,-61.0247567497851,-55.48501709212671,-6.6733136752559865 m^-2 kg^-1 s^2 mol K,-1.748038997080885 m^-2 kg^-1 s^2 mol K,-36045.34267493602,-38211.12578002178,-19155.35150990178,-16989.56840481603,0.00017243398412319835,334.33062383522736,294.8385250897739,-0.0696488236380514,-54.7169216350138,-54.64727281137574,-35705.00901695701,-38527.163303045694,5748.761445515436,0.00017395051255433329,5.680962485091824,0.1760265100542794,-0.17585255954172507,-1.2904274626635015e-07,2.665081130913969e-05,3.590932116671392e-05,6.981038167733573e-06,1.3474006757309898,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,81322.3858352644,78633.46896133471,81488.98800291326,899.4011472233832,1
0.1142,353.38,4000000.0,Liquid,190310,5730.507206362901,-51.41952439542204,-53.62266240851895,-6.44932389153363 m^-2 kg^-1 s^2 mol K,-1.6893660654687839 m^-2 kg^-1 s^2 mol K,-35370.24383019853,-37610.39013795384,-18661.213696031413,-16421.06738827611,0.00017450462306192448,339.0207382208834,298.9500314091002,-0.09554410935953188,-52.83020485161644,-52.734660742256914,-34989.32505908369,-37880.68225837563,5676.872038540714,0.0001761533452244342,8.117675870401003,0.12318796857192098,-0.12301181522669655,1.028092810884118e-08,2.7368393987881656e-05,3.6425266736684916e-05,7.169005130941339e-06,1.330924523843581,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,76708.89385136514,73936.55699114253,76874.72179114552,873.6020009662773,1
0.1117,363.38,4000000.0,Liquid,190310,5660.478611099428,-41.89196552392744,-51.82120433520026,-6.232658286544859 m^-2 kg^-1 s^2 mol K,-1.6326116634914236 m^-2 kg^-1 s^2 mol K,-34696.69021957485,-37011.34561969227,-18180.55638836721,-15865.900988249783,0.00017666350651676982,343.8782760035085,303.11563865800196,-0.1284199747720814,-51.00139140258222,-50.87297142781014,-34266.6686403443,-37223.7103474926,5603.455983824923,0.00017846129297466155,11.351625380693672,0.08809311146761013,-0.08791465017463547,1.0523945093154907e-07,2.808290223650817e-05,3.6937055147097035e-05,7.35616676354468e-06,1.3152862491213013,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,72169.9063613283,69313.8762369687,72335.18566315321,847.5806035238171,1
0.1038,373.33,4000000.0,Liquid,190310,5589.822532687799,-32.53600406137959,-50.093350085969504,-6.024845186819295 m^-2 kg^-1 s^2 mol K,-1.5781761281483904 m^-2 kg^-1 s^2 mol K,-34030.73688832131,-36419.188993376905,-17717.838605781908,-15329.386500726312,0.00017889655604489505,348.85230100418465,307.28978554510974,-0.1689682107655145,-49.243327490042965,-49.07435927927745,-33542.25359943549,-36560.027648788244,5529.10557998975,0.00018086107880071513,15.515757539492645,0.06445060754878872,-0.064269746469988,-3.039167495444417e-07,2.8786820339854973e-05,3.7439341595575975e-05,7.540554363960335e-06,1.300572315857396,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,67759.27909499922,64820.20768624722,67924.24601548236,821.6127262178695,1
0.1059,383.27,4000000.0,Liquid,190310,5518.077123175431,-23.3026711464399,-48.42493522328282,-5.824181002095681 m^-2 kg^-1 s^2 mol K,-1.5256132130384747 m^-2 kg^-1 s^2 mol K,-33368.28992280694,-35830.08381580063,-17270.258892773025,-14808.464999779333,0.00018122254866647104,353.9646819390862,311.48880308988777,-0.2183719281022723,-47.54157469524338,-47.32320276714111,-32810.35674444066,-35883.447615879515,5453.310723410303,0.00018337484341523754,20.805485243801954,0.04806424787895319,-0.04788087303553795,-1.8852006178349257e-08,2.9483358049012956e-05,3.793448311621843e-05,7.72300870940197e-06,1.2866405194807313,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,63461.43634105476,60439.64647568649,63626.330563346084,795.5824510264157,1
0.1045,393.15,4000000.0,Liquid,190310,5445.423059110094,-14.227802848325384,-46.817671458166444,-5.630871603890295 m^-2 kg^-1 s^2 mol K,-1.4749768451095702 m^-2 kg^-1 s^2 mol K,-32711.26154997927,-35245.53068497838,-16839.163151200246,-14304.894016201135,0.00018364046083196753,359.1924266330401,315.69076793246563,-0.2774218820025115,-45.897842315705496,-45.62042043370298,-32071.770500323015,-35193.757431147045,5376.235106698423,0.00018600377032508642,27.389317509201796,0.03651058481701989,-0.0363245810466948,3.284949343651533e-07,3.016934698802748e-05,3.84203129029748e-05,7.90269986065263e-06,1.2734883827025378,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,59299.40829243295,56195.64583715009,59464.476815477035,769.6077928111544,1
0.1029,402.57,4000000.0,Liquid,190310,5374.720252127477,-5.662764157536012,-45.32748993923345,-5.451643963167078 m^-2 kg^-1 s^2 mol K,-1.428029118599926 m^-2 kg^-1 s^2 mol K,-32084.836532989146,-34687.764968658346,-16440.27734382114,-13837.348908151935,0.00018605619513018743,364.31769926376404,319.7226891679814,-0.34405018301161283,-44.36958284567377,-44.02553266266216,-31354.382795594596,-34516.58363509759,5300.905145932037,0.00018864702771891875,35.10931141711877,0.02848247258738362,-0.0282938255596647,-1.2126110959798098e-07,3.0817703825963555e-05,3.887786982937303e-05,8.072533483330772e-06,1.261543366401584,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,55435.12407907311,52253.44596610285,55600.599182292804,744.7339515819616,1
0.101,412.74,4000000.0,Liquid,190310,5296.599545431157,3.4969383550393687,-43.75958609259171,-5.263068475050927 m^-2 kg^-1 s^2 mol K,-1.3786327732216384 m^-2 kg^-1 s^2 mol K,-31407.052669317673,-34083.56245553401,-16022.230891677707,-13345.72110546137,0.00018880037870006602,370.01300896949675,324.1027331947068,-0.4285974880030484,-42.756670554925854,-42.328073066922805,-30562.02822905507,-33759.74484088992,5217.28225702877,0.00019167067272482546,45.2881727979146,0.022080820183720182,-0.021889149510995357,-3.08093149214983e-07,3.1511613027884495e-05,3.936588663213918e-05,8.25429930529246e-06,1.249250128747915,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,51378.93740587025,48113.419959152445,51545.131260169015,717.7430328883229,1
0.0984,424.35,4000000.0,Liquid,190310,5204.824336106817,13.853598047271865,-42.01477244169867,-5.053215628147323 m^-2 kg^-1 s^2 mol K,-1.3236629369623123 m^-2 kg^-1 s^2 mol K,-30629.295171180514,-33389.01961166191,-15560.050926027077,-12800.326485545682,0.00019212944288298403,376.7337226506924,329.13590094044946,-0.5430307469958291,-40.95509106142882,-40.412060314432985,-29629.8779251791,-32856.855284167665,5118.4939846691905,0.0001953699668291454,59.65279140853012,0.01676367486563259,-0.016568304898803444,-4.225876182317734e-08,3.229624518113025e-05,3.99157101928269e-05,8.459829521461193e-06,1.2359241753635335,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,46897.46185389635,43536.61732312763,47064.85953514095,686.729991224158,1
0.0972,433.31,4000000.0,Liquid,190310,5131.850610693787,21.78090004537512,-40.696368179744134,-4.894648042663684 m^-2 kg^-1 s^2 mol K,-1.2821270019550723 m^-2 kg^-1 s^2 mol K,-30024.52176123351,-32847.815642310845,-15213.672346345917,-12390.378465268579,0.00019486147899866628,382.09259142273766,333.04308306605975,-0.6459207627631638,-39.58858057396607,-38.94265981120291,-28886.478532492867,-32126.849358169937,5039.498401737941,0.0001984324470973413,73.0722735943107,0.013685081232751714,-0.013486648785654372,5.50935510545969e-08,3.2896387198386375e-05,4.0334911971445766e-05,8.617033528496012e-06,1.2261198084823206,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,43548.84703867706,40114.73888590381,43717.478682975794,662.6278169378055,1
0.0943,443.44,4000000.0,Liquid,190310,5046.794377787702,30.68230394760659,-39.230545270285475,-4.718350069267512 m^-2 kg^-1 s^2 mol K,-1.2359466862079609 m^-2 kg^-1 s^2 mol K,-29334.17566995055,-32228.558652652875,-14832.165657997479,-11937.782675295159,0.00019814558017288534,388.34903265484667,337.483116821764,-0.7793467166374873,-38.06338899930702,-37.28404228266954,-28016.264686576338,-31261.047390127223,4946.897670133736,0.00020214689421157273,91.09964212286583,0.010976991530343257,-0.010774844636131684,6.885966286063194e-08,3.356930352359909e-05,4.080366659584203e-05,8.793300378143097e-06,1.215505307316168,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,39879.58672666792,36363.0018536227,40049.967157016574,635.1761476429671,1
0.0929,453.45,4000000.0,Liquid,190310,4959.744154065337,39.42206486166005,-37.80319208644986,-4.546678940369869 m^-2 kg^-1 s^2 mol K,-1.190978347749861 m^-2 kg^-1 s^2 mol K,-28643.132192855788,-31606.832053748916,-14464.97460214823,-11501.2747412551,0.0002016233033271148,394.7596986954282,341.8927911659669,-0.9310884932684572,-36.57160676504759,-35.640518271779136,-27120.26982702496,-30357.050663532358,4851.507200865345,0.00020612151205745582,112.36562327479106,0.00889951900640013,-0.008693397494342675,6.245682016015053e-08,3.422846979927662e-05,4.126163762808959e-05,8.965965475502048e-06,1.2054771326342377,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,36376.5083320572,32778.83461967911,36549.02769388069,607.8093228210894,1
0.0918,463.54,4000000.0,Liquid,190310,4868.570441672332,48.18298814616902,-36.38073435985424,-4.375596599643491 m^-2 kg^-1 s^2 mol K,-1.1461642392192715 m^-2 kg^-1 s^2 mol K,-27935.31997158927,-30967.809562932285,-14103.883957765456,-11071.394366422439,0.00020539910266893552,401.4813208432867,346.35857464817536,-1.1066052294586997,-35.077668684511245,-33.971063455052544,-26174.7122997733,-29389.637632800193,4750.8839231440425,0.00021048714642942054,137.86661814963037,0.007253387465518832,-0.0070429003190894115,-1.9383151084184647e-07,3.488713393455771e-05,4.1718181165143464e-05,9.138499039856903e-06,1.1958041965671249,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,32970.03226211122,29291.090421816334,33145.17642383509,579.9464287189035,1
0.09,473.49,4000000.0,Liquid,190310,4774.823863116331,56.78238473124153,-34.98908525909713,-4.208219684902342 m^-2 kg^-1 s^2 mol K,-1.1023207473025831 m^-2 kg^-1 s^2 mol K,-27223.700631106924,-30322.788299597323,-13755.806320267424,-10656.718651777022,0.00020943180914475475,408.4036531604934,350.7813770230989,-1.3048765783763243,-33.60819115113148,-32.303314572755156,-25193.59375906686,-28371.921842574797,4646.605079671439,0.00021521088684186388,167.7150614942285,0.005962493714581576,-0.005747282827739712,-1.7508864402770996e-07,3.553102291263253e-05,4.2163549375002436e-05,9.307162330425536e-06,1.1866686044665438,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,29734.44599662037,25975.893707353054,29912.708612422437,552.1568007855022,1
0.0882,483.42,4000000.0,Liquid,190310,4676.915997029208,65.3331580467144,-33.60603073241376,-4.041876459825629 m^-2 kg^-1 s^2 mol K,-1.0587480248914578 m^-2 kg^-1 s^2 mol K,-26497.08246800842,-29661.19553428789,-13415.36815762443,-10251.25509134496,0.00021381611314704032,415.6538336154923,355.2124968390942,-1.5313543480219858,-32.139031913883954,-30.60767756586197,-24157.980543408357,-27283.208687265163,4536.743478147513,0.00022042242520803261,203.01975431915548,0.004925629051978649,-0.004705206626770616,1.8510036170482635e-07,3.616807385306518e-05,4.2603380852892455e-05,9.474034433430736e-06,1.1779278328719156,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,26628.905449105638,22791.51563366403,26810.893152531666,524.065328865036,1
0.0863,493.42,4000000.0,Liquid,190310,4573.255187343195,73.9215628092977,-32.21343569615158,-3.8743857751935673 m^-2 kg^-1 s^2 mol K,-1.0148747315574096 m^-2 kg^-1 s^2 mol K,-25745.262459708934,-28973.134090815594,-13078.380649620483,-9850.509018513823,0.00021866262848562886,423.3691347977597,359.69054047903626,-1.7929754425065068,-30.649653930615212,-28.856678488108706,-23047.84273378405,-26100.879798024576,4419.266805602869,0.00022628187977520893,245.2394899913755,0.0040776467119352094,-0.0038513648321600005,4.225876182317734e-08,3.680405787187864e-05,4.3041770946345205e-05,9.640627061996709e-06,1.1694843839280205,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,23627.45054010214,19711.40234802434,23813.92449307351,495.3573201094675,1
0.0844,503.41,4000000.0,Liquid,190310,4463.792411855803,82.48879669657902,-30.81609549677845,-3.7063243786190885 m^-2 kg^-1 s^2 mol K,-0.970851943267783 m^-2 kg^-1 s^2 mol K,-24969.837815951687,-28259.322423843827,-12746.191789810584,-9456.707181918444,0.00022402475467810882,431.58688192920545,364.1780126145739,-2.094028707803486,-29.143396772179944,-27.04936806437646,-21858.53940720966,-24818.31339892315,4293.780730696317,0.00023289498526344902,295.5207725238871,0.003383856882409745,-0.003150961897146296,3.91155481338501e-08,3.743388159351058e-05,4.3475308927166786e-05,9.805606033505496e-06,1.161389283624371,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,20756.63452086092,16762.898321753313,20948.481948357836,466.18848942331914,1
0.0838,513.45,4000000.0,Liquid,190310,4346.770045424874,91.0981097739651,-29.398126729277045,-3.535781935574663 m^-2 kg^-1 s^2 mol K,-0.9261792580612592 m^-2 kg^-1 s^2 mol K,-24160.690882521343,-27509.528201135166,-12415.060031987861,-9066.22271337404,0.00023005587816924767,440.4956643632681,368.6999409423425,-2.4447904036517514,-27.600570998102757,-25.155780594451006,-20565.45741647123,-23407.21065219013,4157.789001625316,0.00024051244534272693,356.12983963173315,0.002807964648607037,-0.00256745220326431,-1.2922100722789764e-07,3.806134634782287e-05,4.3906704002441754e-05,9.969967086081012e-06,1.1535772697371551,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,18001.631568485616,13930.930832482467,18199.99166377325,436.2926435005547,1
0.0822,523.6,4000000.0,Liquid,190310,4219.902216549586,99.81565925136664,-27.941489893865807,-3.36058879293777 m^-2 kg^-1 s^2 mol K,-0.8802883468508408 m^-2 kg^-1 s^2 mol K,-23305.30398894364,-26710.867353277194,-12080.703244849052,-8675.1398805155,0.0002369723156328614,450.3681442381517,373.2813123348361,-2.8602489975511034,-25.997299870822335,-23.13705087327123,-19134.956719427435,-21828.670624581988,4007.867434052544,0.0002495092506063387,430.3749025982217,0.0023235555650733524,-0.0020740463144670136,8.381903171539307e-09,3.8690130475616155e-05,4.43385592035938e-05,1.0134673741517224e-05,1.1459914623843794,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,15351.130353239685,11204.064273107211,15557.516899972248,405.36277025286864,1
0.1301,302.84,7000000.0,Liquid,190310,6104.991656142722,-102.46545201819045,-64.51403645138154,-7.75925509731993 m^-2 kg^-1 s^2 mol K,-2.0324955724329237 m^-2 kg^-1 s^2 mol K,-39048.8197776978,-40420.16892328737,-20882.738124350977,-19511.38897876141,0.00016380038767027958,316.25621860859457,278.61086195740995,-0.014310736875233864,-63.315511079820396,-63.301200342945165,-38653.39127045545,-41165.17418921824,6035.4239159755,0.00016568844441117785,0.9705540149170439,1.030339357346817,-1.0301736689024057,-2.6662746677175164e-08,2.3636634356657327e-05,3.372006291637036e-05,6.191490558638235e-06,1.4266017068065786,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,104423.70820932103,102427.88618274443,104945.83804202595,1021.2007747640704,1
0.1269,312.95,7000000.0,Liquid,190310,6037.909110896215,-92.0126433263912,-62.242164219466304,-7.48601167363131 m^-2 kg^-1 s^2 mol K,-1.96092091199479 m^-2 kg^-1 s^2 mol K,-38333.87530882035,-39776.54465421233,-20297.85936173035,-18855.190016338373,0.00016562024727986816,320.4009575012143,282.6921369613954,-0.022331948361736152,-61.02023077983748,-60.997898831475744,-37910.49189230978,-40502.59812130312,5964.664773972218,0.00016765401542156435,1.590561014422914,0.6287089843974449,-0.6285413303820234,1.653952494962141e-07,2.4400222565152204e-05,3.427829685139169e-05,6.3915084254904135e-06,1.4048354173763609,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,99441.35609823308,97355.8967235097,99957.90779986074,995.8791216206903,1
0.1238,323.1,7000000.0,Liquid,190310,5970.624073962974,-81.7181660225933,-60.07546659248619,-7.2254178473689255 m^-2 kg^-1 s^2 mol K,-1.8926597462722456 m^-2 kg^-1 s^2 mol K,-37628.33558331532,-39142.331699550545,-19731.948443518253,-18217.952327283023,0.0001674866793842967,324.6926265360631,286.8120963239622,-0.03365459622415528,-58.8258672803786,-58.79221268415445,-37172.04836230498,-39843.11476109775,5893.351270651939,0.00016968274146152794,2.5124497276314335,0.3980179141505577,-0.3978482314090962,-3.805380401900038e-07,2.5158042752531633e-05,3.482974032238381e-05,6.590015389912938e-06,1.3844375997365264,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,94516.31121782023,92341.57307613794,95027.97594806325,970.4456808366092,1
0.1207,333.25,7000000.0,Liquid,190310,5903.224908376983,-71.60735995811716,-58.0123163955635,-6.9772779143781705 m^-2 kg^-1 s^2 mol K,-1.8276608116036699 m^-2 kg^-1 s^2 mol K,-36933.75231266659,-38518.754450041444,-19186.15001121991,-17601.147873845057,0.0001693989328749694,329.1154333693097,290.9580239440668,-0.049090124577798475,-56.73069931459661,-56.68160919001881,-36438.67427170266,-39186.51781224117,5821.550027850484,0.00017177555723406438,3.8337844920683515,0.2608388661566351,-0.260667090599401,-3.867899067699909e-08,2.59071773472787e-05,3.537258807066916e-05,6.786247209576357e-06,1.3653586261640622,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,89677.63672157346,87414.31521366694,90185.10988116651,945.0056061824695,1
0.118,343.38,7000000.0,Liquid,190310,5835.674020309316,-61.68470072934643,-56.046659879111274,-6.7408637759393795 m^-2 kg^-1 s^2 mol K,-1.7657333864049087 m^-2 kg^-1 s^2 mol K,-36250.16709124481,-37905.66858468104,-18660.36651539181,-17004.865021955575,0.00017135981148360917,333.66020918091516,295.1240699099493,-0.06951101649867374,-54.72853459367676,-54.65902357717809,-35709.326385573775,-38531.052455043435,5749.1925181051665,0.00017393746980133874,5.668299687812632,0.17641974755676598,-0.17624581008696463,-1.6771082300692797e-09,2.6646456789797846e-05,3.590618429654706e-05,6.979897524569846e-06,1.3475031438436682,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,84942.12944077104,82591.07945874939,85446.09963257084,919.6107203788156,1
0.1159,353.42,7000000.0,Liquid,190310,5768.279306393933,-52.00266627735289,-54.181804804089474,-6.516573264253129 m^-2 kg^-1 s^2 mol K,-1.706981680703355 m^-2 kg^-1 s^2 mol K,-35580.882184982336,-37305.846093943816,-18156.91264008251,-16431.948731121032,0.00017336192422089122,338.2931871444886,299.2825406473946,-0.09566129594819904,-52.82275628952745,-52.72709499357925,-34986.44151913896,-37878.06977714527,5676.580697953152,0.000176162385987145,8.128942627339024,0.12301722940408376,-0.12284106701809662,-6.326445145532489e-09,2.7371266571152565e-05,3.642732821362348e-05,7.169757588839209e-06,1.3308601601949754,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,80347.06205793469,77909.72676739751,80848.22414590525,894.435829508494,1
0.1134,363.23,7000000.0,Liquid,190310,5701.848458399596,-42.67741478286807,-52.43222050786514,-6.306146640600457 m^-2 kg^-1 s^2 mol K,-1.6518615466786613 m^-2 kg^-1 s^2 mol K,-34933.64481830873,-36726.03502259482,-17681.079567522953,-15888.689363236865,0.00017538172178653124,342.94346957709877,303.3749143977955,-0.1278711934537467,-51.02834721877168,-50.90047602531793,-34277.54143371448,-37233.63045476538,5604.566363089513,0.0001784259361412487,11.296518029798282,0.08852285256060063,-0.08834442662445939,-9.642826626077294e-08,2.8072237700886418e-05,3.692943071789995e-05,7.353373245202854e-06,1.315514320995289,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,75956.6186265885,73435.61186612434,76455.67412291614,869.8298491378441,1
0.1108,373.3,7000000.0,Liquid,190310,5632.904354578839,-33.23282814906134,-50.70374404678204,-6.098258705990077 m^-2 kg^-1 s^2 mol K,-1.597406408735875 m^-2 kg^-1 s^2 mol K,-34274.9369910767,-36136.02770457802,-17208.320051914285,-15347.229338412963,0.0001775283116936162,347.8438931212019,307.60610592909575,-0.16883312496747815,-49.248542782026554,-49.07970965705908,-33544.44865044498,-36562.04725952282,5529.3319237914075,0.00018085367523284983,15.501601191641221,0.0645094650312137,-0.06432861135598085,-4.1232851799577475e-08,2.8784708165719087e-05,3.743783729266318e-05,7.540001091187942e-06,1.3006154892078936,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,71556.02381376042,68949.78769124116,72053.57658659776,844.5599791680464,1
0.1083,383.21,7000000.0,Liquid,190310,5564.156586812619,-24.054785562529986,-49.06306134797594,-5.90092993392681 m^-2 kg^-1 s^2 mol K,-1.5457171872188835 m^-2 kg^-1 s^2 mol K,-33631.11967014129,-35559.25258853414,-16757.796849376286,-14829.663930983439,0.00017972175735852928,352.7922988110124,311.80005697447746,-0.21804478910890626,-47.551696157993725,-47.333651368884816,-32814.805164393765,-35887.57974385549,5453.773255641055,0.00018335929147139738,20.76976239153073,0.04814691574939583,-0.04796355645792443,-3.568711690604687e-07,2.9479173044456026e-05,3.793151372378982e-05,7.72191246973387e-06,1.2867224486449214,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,67333.74745306655,64644.299078042815,67830.48429794531,819.6754402124199,1
0.1059,393.11,7000000.0,Liquid,190310,5494.431464328019,-14.99224735459028,-47.477941094972145,-5.710283788072123 m^-2 kg^-1 s^2 mol K,-1.495778444067509 m^-2 kg^-1 s^2 mol K,-32991.146203311764,-34985.627437673546,-16321.574013829053,-14327.092779467266,0.00018200245220863852,357.86118594968065,316.01913264150744,-0.2771612464842488,-45.90440912424109,-45.627247877756844,-32074.787202449934,-35196.58949842223,5376.55097648842,0.00018599284269283145,27.359695931749847,0.036550113805889906,-0.03636412096319708,-6.964546628296375e-08,3.016658215302435e-05,3.841835836703707e-05,7.90197562683999e-06,1.2735403093447708,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,63225.90705994388,60454.00359129131,63722.501991113524,794.7948245482186,1
0.1041,402.58,7000000.0,Liquid,190310,5426.608865308415,-6.41493285278847,-46.00714484105492,-5.533387658825478 m^-2 kg^-1 s^2 mol K,-1.4494414445791801 m^-2 kg^-1 s^2 mol K,-32380.864963773733,-34438.161295053156,-15916.604924941272,-13859.308593661852,0.00018427714707667,362.8285996258159,320.0818774885849,-0.3441266645301257,-44.36797891545074,-44.02385225092062,-31353.61336281608,-34515.85330069866,5300.824138505228,0.00018864991063106436,35.118334075312774,0.02847515482526754,-0.028286504914636478,2.632150426506996e-07,3.0818389206212454e-05,3.8878352697301557e-05,8.072713015038886e-06,1.2615309787010007,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,59401.73413928475,56551.60796144819,59898.84432226432,770.9699406621198,1
0.102,412.64,7000000.0,Liquid,190310,5353.190780105403,2.6064623824166095,-44.48849443739789,-5.350735998291061 m^-2 kg^-1 s^2 mol K,-1.4015968143050765 m^-2 kg^-1 s^2 mol K,-31733.407262419518,-33856.65578335098,-15498.923438703117,-13375.674917771652,0.00018680447626047623,368.2348110245019,324.4258207311171,-0.42769778667249053,-42.77236122118208,-42.34466343450959,-30569.921548329432,-33767.33193897638,5218.117100057528,0.00019164000746341539,45.17779941559493,0.022134765591411473,-0.021943125583948057,1.9191065803170204e-07,3.150482013613811e-05,3.936111749523155e-05,8.252519943456127e-06,1.249368107011719,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,55454.08147793751,52521.58681228425,55952.46666703901,745.6282333204391,1
0.1007,424.22,7000000.0,Liquid,190310,5266.700066092764,12.88559276235061,-42.79006461726982,-5.146461843949465 m^-2 kg^-1 s^2 mol K,-1.3480882868685733 m^-2 kg^-1 s^2 mol K,-30987.58105382542,-33185.636890387126,-15033.235678448915,-12835.179841887215,0.00018987221361589242,374.62704427019685,329.4607249087405,-0.5416352484799385,-40.975058552276536,-40.433423303796594,-29640.500055434946,-32867.22178031572,5119.62160566193,0.0001953269356653376,59.473912823914795,0.016814094659631917,-0.01661876772396658,2.1245796233415604e-08,3.22875033461626e-05,3.990959561782644e-05,8.45753964432172e-06,1.2360694225857427,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,51058.773855692525,48032.44626842419,51559.60760029716,716.4082038187632,1
0.0989,433.21,7000000.0,Liquid,190310,5197.914265732486,20.794673859904837,-41.50399137739653,-4.991782786632475 m^-2 kg^-1 s^2 mol K,-1.3075709311170565 m^-2 kg^-1 s^2 mol K,-30406.966351891846,-32662.18069388625,-14682.236589284303,-12427.022247289897,0.00019238485840225393,379.71858870361973,333.3941051491492,-0.6446970414963498,-39.603733232193704,-38.959036190697354,-28894.904311792714,-32135.173087255207,5040.394469497266,0.00019839717031110482,72.91009190534737,0.013715522417640211,-0.013517125247329106,2.1624146029353142e-07,3.2889714897977225e-05,4.03302574239648e-05,8.615285754918595e-06,1.2262270302150045,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,47757.923169893926,44659.52145410748,48261.42980491764,693.6814379715678,1
0.0971,443.34,7000000.0,Liquid,190310,5118.487295325116,29.639008396740678,-40.08474419811165,-4.821086585992137 m^-2 kg^-1 s^2 mol K,-1.2628579699266913 m^-2 kg^-1 s^2 mol K,-29749.751455608137,-32068.293757635,-14297.123264844186,-11978.580962817321,0.00019537022215788895,385.5966267981934,337.8509593871631,-0.7779344398073725,-38.0783596761457,-37.30042523633833,-28025.025353950838,-31269.823883564764,4947.83028149074,0.0002021087917548191,90.905396604414,0.011000447029031983,-0.010798338237277164,-1.3853423297405243e-08,3.356268954506639e-05,4.079906552610763e-05,8.791567881670786e-06,1.2156077501275508,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,44156.70586592842,40977.961792804424,44664.095649936484,668.0228498505178,1
0.0943,453.47,7000000.0,Liquid,190310,5036.807485445628,38.41807170446976,-38.69327064910098,-4.653730785272964 m^-2 kg^-1 s^2 mol K,-1.219020008715676 m^-2 kg^-1 s^2 mol K,-29088.02766862059,-31468.617814127017,-13922.380372879195,-11541.790227372767,0.000198538459706789,391.63130853481147,342.3328741716872,-0.9314130740698823,-36.568637752425325,-35.637224678355444,-27118.43985092641,-30355.191531099463,4851.312389763635,0.00020612978914943093,112.4119195404174,0.008895853785687314,-0.008689723996537883,1.048319973051548e-07,3.422978109446801e-05,4.1262547567061116e-05,8.966308962297781e-06,1.205457535740119,0.114231,3.8176,3.8373000000000003e-10,242.78,8.31446261815324,40682.2172616928,37424.132271306866,41194.491634760816,642.3060063224606,1
