year,author,doi,phases,note,secondary,reject,rho_predicted,rho_predicted_units,std. uncert. %,T [K],P [kPa],NVC [PaÂ·s],VDN [kg/m^3]
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.918000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.906e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.8990000000000004e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.937e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.9420000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.936000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,6894.7570000000005,4.92e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,8618.44625,5.4760000000000004e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,8618.44625,5.486000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,10342.1355,5.8910000000000003e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,10342.1355,5.890000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,13789.514000000001,6.579e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,13789.514000000001,6.589e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,20684.271,7.688e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,20684.271,7.702e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,27579.028000000002,8.655000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,27579.028000000002,8.612000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,41368.542,0.00010286,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,41368.542,0.00010275999999999999,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,55158.056000000004,0.0001173,
1959,Starling,NA-Starling1959,L,,,,,,2.5,370.1241579631292,55158.056000000004,0.00011707,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,689.4757000000001,1.0490000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,689.4757000000001,1.0470000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,1378.9514000000001,1.072e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,1378.9514000000001,1.0670000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,1378.9514000000001,1.0770000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,1378.9514000000001,1.0740000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2068.4271,1.128e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2068.4271,1.129e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2068.4271,1.1109999999999999e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2068.4271,1.1100000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.145e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.1420000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.176e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.1730000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.159e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.1570000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.1740000000000003e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,2757.9028000000003,1.1710000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.256e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.258e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.254e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.236e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.2350000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.2460000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,3447.3785000000003,1.2460000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,4136.8542,1.407e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,4136.8542,1.4050000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,4136.8542,1.4030000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,377.56944979504897,4136.8542,1.402e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,4826.3299,2.237e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,4826.3299,2.236e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,5515.805600000001,3.47e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,5515.805600000001,3.475e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.308000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.317e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.33e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.324e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.312000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,6894.7570000000005,4.3020000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,8618.44625,4.952e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,8618.44625,4.9510000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,10342.1355,5.425e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,10342.1355,5.413e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,12065.82475,5.8070000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,12065.82475,5.8120000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,13789.514000000001,6.156e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,13789.514000000001,6.148e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,17236.8925,6.734e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,17236.8925,6.748e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,20684.271,7.269e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,20684.271,7.267999999999999e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,27579.028000000002,8.21e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,27579.028000000002,8.207e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,41368.542,9.737999999999999e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,41368.542,9.736000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,55158.056000000004,0.00010944000000000001,
1959,Starling,NA-Starling1959,L,,,,,,2.5,377.56944979504897,55158.056000000004,0.00011008,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,689.4757000000001,1.1050000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,689.4757000000001,1.108e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,689.4757000000001,1.098e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,689.4757000000001,1.1030000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,1378.9514000000001,1.116e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,1378.9514000000001,1.116e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,1378.9514000000001,1.1210000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,1378.9514000000001,1.1190000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,2068.4271,1.144e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,2068.4271,1.1420000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,2757.9028000000003,1.1880000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,2757.9028000000003,1.1870000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,2757.9028000000003,1.19e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,4136.8542,1.3350000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,4136.8542,1.3330000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,4136.8542,1.34e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,394.23899255100184,4136.8542,1.3380000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,5515.805600000001,1.7790000000000004e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,5515.805600000001,1.783e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6205.281300000001,2.371e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6205.281300000001,2.3430000000000004e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6205.281300000001,2.366e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6205.281300000001,2.3480000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.98e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.984e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.952e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.9480000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.9370000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.9380000000000003e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,6894.7570000000005,2.9760000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,8618.44625,3.926000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,8618.44625,3.9189999999999996e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,8618.44625,3.889e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,8618.44625,3.877e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,10342.1355,4.4980000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,10342.1355,4.4880000000000004e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,10342.1355,4.473000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,10342.1355,4.471000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,13789.514000000001,5.309e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,13789.514000000001,5.292000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,13789.514000000001,5.299e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,13789.514000000001,5.3e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,20684.271,6.453000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,20684.271,6.448e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,20684.271,6.453000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,27579.028000000002,7.394e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,27579.028000000002,7.392e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,41368.542,8.948e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,41368.542,8.959e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,55158.056000000004,0.00010295999999999999,
1959,Starling,NA-Starling1959,L,,,,,,2.5,394.23899255100184,55158.056000000004,0.00010289000000000001,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,2757.9028000000003,1.2740000000000002e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,2757.9028000000003,1.27e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,4136.8542,1.3830000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,4136.8542,1.3830000000000001e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,5515.805600000001,1.617e-05,
1959,Starling,NA-Starling1959,G,,,,,,2.5,410.9096703331914,5515.805600000001,1.612e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.1040000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.091e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.0880000000000003e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.0969999999999997e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.075e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.055e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,7584.2327000000005,2.4469999999999998e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,7584.2327000000005,2.4430000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9730000000000005e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9670000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9760000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.985e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.958e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.954e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9670000000000002e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,10342.1355,3.637e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,10342.1355,3.6330000000000006e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,13789.514000000001,4.537000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,13789.514000000001,4.529e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,20684.271,5.759e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,20684.271,5.749e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028000000002,6.682000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028000000002,6.661e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028000000002,6.681e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,41368.542,8.176e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,41368.542,8.227000000000001e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,55158.056000000004,9.534e-05,
1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,55158.056000000004,9.5e-05,
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.3,,8.099e-06,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,324.6,,8.827e-06,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,352.99,,9.566000000000001e-06,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,381.3,,1.0308e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,409.34,,1.1018e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,438.07,,1.1742e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,466.69,,1.2449e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,495.6,,1.3140000000000001e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,524.95,,1.3824e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,546.34,,1.4333e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,567.34,,1.4808e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,596.43,,1.5454e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,625.8,,1.609e-05,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.48,,8.103999999999999e-06,0.455
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.51,,8.103999999999999e-06,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,324.85,,8.837999999999999e-06,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,353.11,,9.577999999999999e-06,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,380.94,,1.0306e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,409.42,,1.1037000000000001e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,438.95,,1.1766e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,466.63,,1.2462999999999999e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,495.62,,1.3161e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,526.17,,1.3869e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,546.11,,1.4353999999999998e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,566.89,,1.4823e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,595.93,,1.5471e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,625.37,,1.611e-05,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.36,,8.102e-06,1.464
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.47,,8.098000000000001e-06,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,324.61,,8.829000000000001e-06,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,352.51,,9.561e-06,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,380.6,,1.0304e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,408.98,,1.1033e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,437.7,,1.1762e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,466.06,,1.2465e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,494.94,,1.3164999999999998e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,523.47,,1.3829000000000001e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,545.29,,1.4347e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,566.45,,1.4825e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,595.44,,1.5469e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,625.0,,1.611e-05,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.48,,8.093999999999999e-06,2.238
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.42,,8.106e-06,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,324.68,,8.840999999999999e-06,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,353.0,,9.581e-06,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,381.03,,1.0314e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,409.48,,1.1041e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,437.8,,1.1756e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,466.24,,1.2457000000000001e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,495.27,,1.3156e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,525.02,,1.3851e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,545.47,,1.4340999999999999e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,567.06,,1.4830999999999999e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,596.59,,1.5487e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,625.64,,1.6121e-05,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.36,,8.106e-06,0.964
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,298.96,,8.132e-06,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,324.65,,8.833e-06,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,352.93,,9.572e-06,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,380.86,,1.0308e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,409.72,,1.1044000000000001e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,437.74,,1.1752e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,466.25,,1.2460000000000001e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,495.37,,1.316e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,524.73,,1.3849e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,545.58,,1.4345e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,567.04,,1.4829e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,596.4,,1.5487e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,625.65,,1.6124e-05,1.955
2016,Vogel,10.1063/1.4966928,G,,,,,,0.3,297.24,,8.093e-06,1.955
