,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
225,-975.3050613473257,-1846.3152917739817,-1887.5180238735745,-2758.5282543002304,0.0440962,8.31446261815324,0.0007845141266259597,0.0006305898957919779,0.00011399466124089322,-8249.137464452666,-9720.896532496678,-0.0005165952345510846,-2.60770320892334e-08,208.1101,2.0096342822798228e-05,2.5264062724177612e-05,1.0038990754354256e-05,2.0018290000000003,1.257147280325895,2527000.0,1274.6743061221887,1585.8167196670163,8772.340643978077,-2.5018245883287555,-0.30090033514209796 m^-2 kg^-1 s^2 mol K,-0.15031270660086246 m^-2 kg^-1 s^2 mol K,-3.072391488111905,-16.77204458979711,-16.013861223921612,-13.699653101685207,3.618353e-10,G,1,348.15,1.0473e-05
226,-1013.3511494262165,-1918.7391913910214,-1958.3891583308773,-2863.777200295682,0.0440962,8.31446261815324,0.0007530192544148115,0.0006305898957919779,0.00011399466124089322,-8249.137464452666,-9720.896532496678,-0.0005165952345510846,-2.60770320892334e-08,208.1101,2.0096342822798228e-05,2.5264062724177612e-05,1.0038990754354256e-05,2.0018290000000003,1.257147280325895,2589100.0,1327.987291343729,1585.8167196670163,8772.340643978077,-2.6005688409157117,-0.312776538947665 m^-2 kg^-1 s^2 mol K,-0.15624538307101404 m^-2 kg^-1 s^2 mol K,-3.072391488111905,-16.77204458979711,-16.45328045059406,-13.699653101685207,3.618353e-10,G,1,348.15,1.0556e-05
227,-1055.8008050055296,-1999.6030021670304,-2037.202214284274,-2981.004411445775,0.0440962,8.31446261815324,0.0007205508798370452,0.0006305898957919779,0.00011399466124089322,-8249.137464452666,-9720.896532496678,-0.0005165952345510846,-2.60770320892334e-08,208.1101,2.0096342822798228e-05,2.5264062724177612e-05,1.0038990754354256e-05,2.0018290000000003,1.257147280325895,2655300.0,1387.827047308794,1585.8167196670163,8772.340643978077,-2.7109067848958808,-0.3260471433207323 m^-2 kg^-1 s^2 mol K,-0.16287462281779924 m^-2 kg^-1 s^2 mol K,-3.072391488111905,-16.77204458979711,-16.930076400510437,-13.699653101685207,3.618353e-10,G,1,348.15,1.065e-05
228,-1086.3927211728483,-2057.9182483219083,-2093.828401468,-3065.3539286170603,0.0440962,8.31446261815324,0.0006987206516900777,0.0006305898957919779,0.00011399466124089322,-8249.137464452666,-9720.896532496678,-0.0005165952345510846,-2.60770320892334e-08,208.1101,2.0096342822798228e-05,2.5264062724177612e-05,1.0038990754354256e-05,2.0018290000000003,1.257147280325895,2701000.0,1431.1871240404625,1585.8167196670163,8772.340643978077,-2.7905372027834563,-0.33562448121310745 m^-2 kg^-1 s^2 mol K,-0.1676589165273894 m^-2 kg^-1 s^2 mol K,-3.072391488111905,-16.77204458979711,-17.265501326684646,-13.699653101685207,3.618353e-10,G,1,348.15,1.0722e-05
229,-1107.4620824509987,-2098.072299963662,-2132.7469470486667,-3123.3571645613297,0.0440962,8.31446261815324,0.0006844038191653059,0.0006307534158602225,0.00011398563769303655,-8250.533706537572,-9722.505054915244,-0.000516767778167186,2.421438694000244e-08,208.1101,2.0095827171896553e-05,2.5263699888558725e-05,1.0038733164469368e-05,2.0018290000000003,1.2571614829515103,2731300.0,1461.1256863230146,1585.405603608501,8773.035096693508,-2.84543636902586,-0.3422273332269634 m^-2 kg^-1 s^2 mol K,-0.17095732613872783 m^-2 kg^-1 s^2 mol K,-3.0717229808163835,-16.773984489256726,-17.495504802796145,-13.702261508440342,3.618353e-10,G,1,348.14,1.0774e-05
230,-16.323386580224597,-31.483929681052178,-32.62965205593762,-47.79019515676521,0.0440962,8.31446261815324,0.047697982559998936,0.0003718654500725843,0.00014057666996614913,-4922.637521025768,-5836.33025087704,-0.0002312887801064352,2.514570951461792e-08,208.1101,2.1015000240998866e-05,2.5908224339402547e-05,1.0497899791140433e-05,2.0018290000000003,1.2328443512866265,63480.0,20.96524729829207,2689.144688770657,7113.555899715081,-0.04140754131272385,-4.9801825102102695e-3 m^-2 kg^-1 s^2 mol K,-2.4878161472384848e-3 m^-2 kg^-1 s^2 mol K,-4.820539863477777,-12.67300027391875,25.901418288860974,-7.852460410440973,3.618353e-10,G,1,366.13,9.908e-06
231,-26.30585260635318,-50.740437864285205,-52.56719762512586,-77.00178288305788,0.0440962,8.31446261815324,0.02957868130320173,0.0003718654500725843,0.00014057666996614913,-4922.637521025768,-5836.33025087704,-0.0002312887801064352,2.514570951461792e-08,208.1101,2.1015000240998866e-05,2.5908224339402547e-05,1.0497899791140433e-05,2.0018290000000003,1.2328443512866265,102030.0,33.80813328861133,2689.144688770657,7113.555899715081,-0.06673745734556585,-8.02667116451468e-3 m^-2 kg^-1 s^2 mol K,-4.009668740194432e-3 m^-2 kg^-1 s^2 mol K,-4.820539863477777,-12.67300027391875,21.90314523979342,-7.852460410440973,3.618353e-10,G,1,366.13,9.916e-06
232,-31.104969479055857,-59.998828325054156,-62.14768170123164,-91.04154054722996,0.0440962,8.31446261815324,0.02500731584498522,0.0003718654500725843,0.00014057666996614913,-4922.637521025768,-5836.33025087704,-0.0002312887801064352,2.514570951461792e-08,208.1101,2.1015000240998866e-05,2.5908224339402547e-05,1.0497899791140433e-05,2.0018290000000003,1.2328443512866265,120490.0,39.98829807240318,2689.144688770657,7113.555899715081,-0.0789169389178661,-9.491526096414713e-3 m^-2 kg^-1 s^2 mol K,-4.741427013203781e-3 m^-2 kg^-1 s^2 mol K,-4.820539863477777,-12.67300027391875,20.49508837907627,-7.852460410440973,3.618353e-10,G,1,366.13,9.918e-06
233,-35.45932375481394,-68.40219628783126,-70.837698268891,-103.78057080190834,0.0440962,8.31446261815324,0.021928620155581648,0.00037146403574549457,0.0001406545457661629,-4914.731026784041,-5827.007670032249,-0.00023080948997933166,7.916241884231567e-08,208.1101,2.1016519039511007e-05,2.5909285753120763e-05,1.0498658496560397e-05,2.0018290000000003,1.2328057612400687,137220.0,45.60250453084085,2692.050653014338,7109.617357568324,-0.08996851795121621,-0.010820725533696549 m^-2 kg^-1 s^2 mol K,-5.405419510705733e-3 m^-2 kg^-1 s^2 mol K,-4.8250862093242315,-12.66436488946606,19.40050223160418,-7.839278680141829,3.618353e-10,G,1,366.16,9.927e-06
234,-37.01876014760009,-71.40919332755578,-73.94928647043699,-108.3397196503927,0.0440962,8.31446261815324,0.02100381908568089,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,143180.0,47.61038913545672,2690.112604400896,7112.243845526636,-0.09392700382355301,-0.011296821951965855 m^-2 kg^-1 s^2 mol K,-5.643250223653396e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,19.032430957130316,-7.848068896969818,3.618353e-10,G,1,366.14,9.92e-06
235,-41.630669376610435,-80.3075580576761,-83.14970085458052,-121.8265895356462,0.0440962,8.31446261815324,0.01867142340214312,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,160820.0,53.55778070381175,2690.112604400896,7112.243845526636,-0.1056341527313751,-0.012704868321945492 m^-2 kg^-1 s^2 mol K,-6.346630167684397e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,18.04202768432674,-7.848068896969818,3.618353e-10,G,1,366.14,9.924e-06
236,-42.9190291918938,-82.7934399939845,-85.71938899239953,-125.59379979449024,0.0440962,8.31446261815324,0.018109430331906127,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,165740.0,55.21984853593923,2690.112604400896,7112.243845526636,-0.10890482001991234,-0.013098239179299075 m^-2 kg^-1 s^2 mol K,-6.543135891876416e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,17.78465557116259,-7.848068896969818,3.618353e-10,G,1,366.14,9.922e-06
237,-47.340819598342385,-91.32552030722076,-94.5371963281899,-138.5218970370683,0.0440962,8.31446261815324,0.016413258303837785,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,182600.0,60.92635487045115,2690.112604400896,7112.243845526636,-0.12013082621095314,-0.014448417381619774 m^-2 kg^-1 s^2 mol K,-7.217608188121848e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,16.955757257944985,-7.848068896969818,3.618353e-10,G,1,366.14,9.924e-06
238,-51.488951469986766,-99.32993468015813,-102.8069695676027,-150.64795277777407,0.0440962,8.31446261815324,0.015086900518767068,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,198380.0,66.28266679137101,2690.112604400896,7112.243845526636,-0.1306630884638973,-0.015715157366708976 m^-2 kg^-1 s^2 mol K,-7.850399493018122e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,16.24462684612788,-7.848068896969818,3.618353e-10,G,1,366.14,9.927e-06
239,-57.200621456547495,-110.35201182857752,-114.19016624249453,-167.34155661452456,0.0440962,8.31446261815324,0.013575404672686574,0.0003717316510706829,0.00014060260330204605,-4920.003641965195,-5833.224664929969,-0.00023112904776863687,5.4016709327697754e-08,208.1101,2.1015506512298935e-05,2.59085781488068e-05,1.0498152695509423e-05,2.0018290000000003,1.2328314872470139,220050.0,73.66262915255696,2690.112604400896,7112.243845526636,-0.14516684976246802,-0.017459558895065622 m^-2 kg^-1 s^2 mol K,-8.721803358361589e-3 m^-2 kg^-1 s^2 mol K,-4.822054158473885,-12.670123055443703,15.352388742283035,-7.848068896969818,3.618353e-10,G,1,366.14,9.932000000000002e-06
