,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
1174,-6014.756910590588,-13648.199893624533,-7980.939183132824,-15614.38216616677,0.0440962,8.31446261815324,8.975692715469708e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,6894757.000000002,11141.20137241874,634.8474591289895,10686.620839060326,-24.55208120442193,-2.9529366276560753 m^-2 kg^-1 s^2 mol K,-1.4751193172124466 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-67.33950529127446,-21.690798696076556,3.618353e-10,L,1,310.908184095576,9.582e-05
1175,-6050.35180523963,-13903.893719902526,-7725.048591673091,-15578.590506335986,0.0440962,8.31446261815324,8.802221629247803e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,10342135.5,11360.768248293418,634.8474591289895,10686.620839060326,-25.2600038095126,-3.0380801465583116 m^-2 kg^-1 s^2 mol K,-1.517652180360216 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-68.20969267184083,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00010197
1176,-6050.35180523963,-13903.893719902526,-7725.048591673091,-15578.590506335986,0.0440962,8.31446261815324,8.802221629247803e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,10342135.5,11360.768248293418,634.8474591289895,10686.620839060326,-25.2600038095126,-3.0380801465583116 m^-2 kg^-1 s^2 mol K,-1.517652180360216 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-68.20969267184083,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00010104000000000001
1177,-6075.943173064755,-14123.984935238697,-7467.252025073454,-15515.2937872474,0.0440962,8.31446261815324,8.656763554769796e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,13789514.0,11551.661237749866,634.8474591289895,10686.620839060326,-25.88558993898952,-3.1133208636325644 m^-2 kg^-1 s^2 mol K,-1.555238166513006 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-68.97382450644301,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00010757
1178,-6075.943173064755,-14123.984935238697,-7467.252025073454,-15515.2937872474,0.0440962,8.31446261815324,8.656763554769796e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,13789514.0,11551.661237749866,634.8474591289895,10686.620839060326,-25.88558993898952,-3.1133208636325644 m^-2 kg^-1 s^2 mol K,-1.555238166513006 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-68.97382450644301,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00010764
1179,-6106.991131714333,-14490.741698730957,-6950.137755251688,-15333.88832226831,0.0440962,8.31446261815324,8.421316133419554e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,20684271.0,11874.62843285923,634.8474591289895,10686.620839060326,-26.96535825007226,-3.243187141306992 m^-2 kg^-1 s^2 mol K,-1.6201119782493867 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-70.28286248488553,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00011741
1180,-6106.991131714333,-14490.741698730957,-6950.137755251688,-15333.88832226831,0.0440962,8.31446261815324,8.421316133419554e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,20684271.0,11874.62843285923,634.8474591289895,10686.620839060326,-26.96535825007226,-3.243187141306992 m^-2 kg^-1 s^2 mol K,-1.6201119782493867 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-70.28286248488553,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.0001173
1181,-6120.124969941174,-14790.361768542412,-6434.179635667791,-15104.416434269027,0.0440962,8.31446261815324,8.234444696941364e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,27579028.0,12144.109734217343,634.8474591289895,10686.620839060326,-27.886807881313043,-3.3540120585095727 m^-2 kg^-1 s^2 mol K,-1.6754738084569523 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-71.39089029631482,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00012734
1182,-6120.124969941174,-14790.361768542412,-6434.179635667791,-15104.416434269027,0.0440962,8.31446261815324,8.234444696941364e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,27579028.0,12144.109734217343,634.8474591289895,10686.620839060326,-27.886807881313043,-3.3540120585095727 m^-2 kg^-1 s^2 mol K,-1.6754738084569523 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-71.39089029631482,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00012737000000000002
1183,-6113.928382457291,-15263.237358068942,-5411.32710061281,-14560.63607622446,0.0440962,8.31446261815324,7.947187880551985e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,41368542.0,12583.067306703002,634.8474591289895,10686.620839060326,-29.427687798655924,-3.539337315006442 m^-2 kg^-1 s^2 mol K,-1.7680517741557553 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-73.22699839725922,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00014553
1184,-6113.928382457291,-15263.237358068942,-5411.32710061281,-14560.63607622446,0.0440962,8.31446261815324,7.947187880551985e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,41368542.0,12583.067306703002,634.8474591289895,10686.620839060326,-29.427687798655924,-3.539337315006442 m^-2 kg^-1 s^2 mol K,-1.7680517741557553 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-73.22699839725922,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00014548
1185,-6081.259467072947,-15628.681420523253,-4402.8721725372025,-13950.294125987508,0.0440962,8.31446261815324,7.729463433004771e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,55158056.0,12937.508646848692,634.8474591289895,10686.620839060326,-30.708171871459456,-3.6933441500372246 m^-2 kg^-1 s^2 mol K,-1.8449848363857373 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-74.73844738096577,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00016057
1186,-6081.259467072947,-15628.681420523253,-4402.8721725372025,-13950.294125987508,0.0440962,8.31446261815324,7.729463433004771e-05,0.0015751815426212773,9.357494900024262e-05,-12113.62693213742,-14042.3377838408,-0.0014816065936210346,1.51805579662323e-07,208.1101,1.8137434234893908e-05,2.3874598031936593e-05,9.060431352974657e-06,2.0018290000000003,1.3163161736517932,55158056.0,12937.508646848692,634.8474591289895,10686.620839060326,-30.708171871459456,-3.6933441500372246 m^-2 kg^-1 s^2 mol K,-1.8449848363857373 m^-2 kg^-1 s^2 mol K,-1.4353646848844135,-23.126163380960968,-74.73844738096577,-21.690798696076556,3.618353e-10,L,1,310.908184095576,0.00016042999999999998
1187,-234.6607054175793,-432.4651266426772,-466.0783184738109,-663.8827396989087,0.0440962,8.31446261815324,0.0036145641437610038,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,689475.7000000001,276.6585292796841,952.7722441023845,9954.942912447807,-0.6038531799997193,-0.0726268440586054 m^-2 kg^-1 s^2 mol K,-0.036280243746396615 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-7.582952525107832,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.09e-06
1188,-234.6607054175793,-432.4651266426772,-466.0783184738109,-663.8827396989087,0.0440962,8.31446261815324,0.0036145641437610038,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,689475.7000000001,276.6585292796841,952.7722441023845,9954.942912447807,-0.6038531799997193,-0.0726268440586054 m^-2 kg^-1 s^2 mol K,-0.036280243746396615 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-7.582952525107832,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.12e-06
1189,-234.6607054175793,-432.4651266426772,-466.0783184738109,-663.8827396989087,0.0440962,8.31446261815324,0.0036145641437610038,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,689475.7000000001,276.6585292796841,952.7722441023845,9954.942912447807,-0.6038531799997193,-0.0726268440586054 m^-2 kg^-1 s^2 mol K,-0.036280243746396615 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-7.582952525107832,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.040000000000002e-06
1190,-234.6607054175793,-432.4651266426772,-466.0783184738109,-663.8827396989087,0.0440962,8.31446261815324,0.0036145641437610038,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,689475.7000000001,276.6585292796841,952.7722441023845,9954.942912447807,-0.6038531799997193,-0.0726268440586054 m^-2 kg^-1 s^2 mol K,-0.036280243746396615 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-7.582952525107832,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.03e-06
1191,-517.2967048537062,-953.2034890600718,-1018.464498371634,-1454.3712825779996,0.0440962,8.31446261815324,0.0016116622839302552,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,1378951.4,620.4773853498424,952.7722441023845,9954.942912447807,-1.3307270696792035,-0.16004967858942357 m^-2 kg^-1 s^2 mol K,-0.07995172344362257 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-15.02546076314034,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.280000000000001e-06
1192,-517.2967048537062,-953.2034890600718,-1018.464498371634,-1454.3712825779996,0.0440962,8.31446261815324,0.0016116622839302552,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,1378951.4,620.4773853498424,952.7722441023845,9954.942912447807,-1.3307270696792035,-0.16004967858942357 m^-2 kg^-1 s^2 mol K,-0.07995172344362257 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-15.02546076314034,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.27e-06
1193,-688.8659613877356,-1269.317801980405,-1348.7464035578114,-1929.1982441504808,0.0440962,8.31446261815324,0.0011972525291903252,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,1723689.25,835.245677598424,952.7722441023845,9954.942912447807,-1.7719911800136265,-0.21312155233517796 m^-2 kg^-1 s^2 mol K,-0.10646341537422924 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-17.938088704409342,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.43e-06
1194,-688.8659613877356,-1269.317801980405,-1348.7464035578114,-1929.1982441504808,0.0440962,8.31446261815324,0.0011972525291903252,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,1723689.25,835.245677598424,952.7722441023845,9954.942912447807,-1.7719911800136265,-0.21312155233517796 m^-2 kg^-1 s^2 mol K,-0.10646341537422924 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-17.938088704409342,-18.419693176251748,3.618353e-10,G,1,327.5703892545367,9.38e-06
1195,-5412.298367906563,-12219.646796326653,-7862.241517074669,-14669.589945494756,0.0440962,8.31446261815324,9.921618959980696e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,2757902.8,10079.000252212323,952.7722441023845,9954.942912447807,-20.781330217031545,-2.499419526122949 m^-2 kg^-1 s^2 mol K,-1.248567947673327 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-57.654459280384465,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.226e-05
1196,-5412.298367906563,-12219.646796326653,-7862.241517074669,-14669.589945494756,0.0440962,8.31446261815324,9.921618959980696e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,2757902.8,10079.000252212323,952.7722441023845,9954.942912447807,-20.781330217031545,-2.499419526122949 m^-2 kg^-1 s^2 mol K,-1.248567947673327 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-57.654459280384465,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.243e-05
1197,-5412.298367906563,-12219.646796326653,-7862.241517074669,-14669.589945494756,0.0440962,8.31446261815324,9.921618959980696e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,2757902.8,10079.000252212323,952.7722441023845,9954.942912447807,-20.781330217031545,-2.499419526122949 m^-2 kg^-1 s^2 mol K,-1.248567947673327 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-57.654459280384465,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.209000000000002e-05
1198,-5452.873214671305,-12423.05359914015,-7772.921510734181,-14743.101895203026,0.0440962,8.31446261815324,9.754355379696033e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,4136854.1999999997,10251.830706122604,952.7722441023845,9954.942912447807,-21.278420190332618,-2.5592057078799946 m^-2 kg^-1 s^2 mol K,-1.2784337262972982 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-58.29291356562079,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.572000000000001e-05
1199,-5452.873214671305,-12423.05359914015,-7772.921510734181,-14743.101895203026,0.0440962,8.31446261815324,9.754355379696033e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,4136854.1999999997,10251.830706122604,952.7722441023845,9954.942912447807,-21.278420190332618,-2.5592057078799946 m^-2 kg^-1 s^2 mol K,-1.2784337262972982 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-58.29291356562079,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.572000000000001e-05
1200,-5485.983075130475,-12600.8673364025,-7679.3556885005055,-14794.23994977253,0.0440962,8.31446261815324,9.612360937824227e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,5515805.600000001,10403.271438393902,952.7722441023845,9954.942912447807,-21.72016914429785,-2.6123358949110536 m^-2 kg^-1 s^2 mol K,-1.3049745482311692 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-58.85658599028179,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.846e-05
1201,-5485.983075130475,-12600.8673364025,-7679.3556885005055,-14794.23994977253,0.0440962,8.31446261815324,9.612360937824227e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,5515805.600000001,10403.271438393902,952.7722441023845,9954.942912447807,-21.72016914429785,-2.6123358949110536 m^-2 kg^-1 s^2 mol K,-1.3049745482311692 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-58.85658599028179,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,7.862000000000002e-05
1202,-5513.558734248991,-12759.426219430303,-7582.897047310755,-14828.764532492065,0.0440962,8.31446261815324,9.488854258518311e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,6894757.000000002,10538.680147840636,952.7722441023845,9954.942912447807,-22.12003197746592,-2.6604283395502346 m^-2 kg^-1 s^2 mol K,-1.3289988003721767 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-59.36397140447212,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,8.124000000000003e-05
1203,-5513.558734248991,-12759.426219430303,-7582.897047310755,-14828.764532492065,0.0440962,8.31446261815324,9.488854258518311e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,6894757.000000002,10538.680147840636,952.7722441023845,9954.942912447807,-22.12003197746592,-2.6604283395502346 m^-2 kg^-1 s^2 mol K,-1.3289988003721767 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-59.36397140447212,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,8.152e-05
1204,-5513.558734248991,-12759.426219430303,-7582.897047310755,-14828.764532492065,0.0440962,8.31446261815324,9.488854258518311e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,6894757.000000002,10538.680147840636,952.7722441023845,9954.942912447807,-22.12003197746592,-2.6604283395502346 m^-2 kg^-1 s^2 mol K,-1.3289988003721767 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-59.36397140447212,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,8.142000000000002e-05
1205,-5565.563168098647,-13095.784304017587,-7333.957172128672,-14864.178308047609,0.0440962,8.31446261815324,9.235788413724985e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,10342135.5,10827.44596567343,952.7722441023845,9954.942912447807,-22.988100826377273,-2.764833024348031 m^-2 kg^-1 s^2 mol K,-1.381153447346417 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-60.456795904890456,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,8.78e-05
1206,-5565.563168098647,-13095.784304017587,-7333.957172128672,-14864.178308047609,0.0440962,8.31446261815324,9.235788413724985e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,10342135.5,10827.44596567343,952.7722441023845,9954.942912447807,-22.988100826377273,-2.764833024348031 m^-2 kg^-1 s^2 mol K,-1.381153447346417 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-60.456795904890456,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,8.785000000000001e-05
1207,-5601.207717992372,-13372.807800389253,-7078.81123640706,-14850.411318803945,0.0440962,8.31446261815324,9.035621109315898e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,13789514.0,11067.30780210539,952.7722441023845,9954.942912447807,-23.724977401293764,-2.8534589053890556 m^-2 kg^-1 s^2 mol K,-1.4254259007083299 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-61.37585329659236,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,9.339e-05
1208,-5601.207717992372,-13372.807800389253,-7078.81123640706,-14850.411318803945,0.0440962,8.31446261815324,9.035621109315898e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,13789514.0,11067.30780210539,952.7722441023845,9954.942912447807,-23.724977401293764,-2.8534589053890556 m^-2 kg^-1 s^2 mol K,-1.4254259007083299 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-61.37585329659236,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,9.352000000000001e-05
1209,-5642.998428746268,-13816.272149134531,-6561.119641090963,-14734.39336147923,0.0440962,8.31446261815324,8.728615786971951e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,20684271.0,11456.570255876855,952.7722441023845,9954.942912447807,-24.95119824166179,-3.0009393736625882 m^-2 kg^-1 s^2 mol K,-1.4990987610143462 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-62.8894873782487,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,0.00010384000000000001
1210,-5642.998428746268,-13816.272149134531,-6561.119641090963,-14734.39336147923,0.0440962,8.31446261815324,8.728615786971951e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,20684271.0,11456.570255876855,952.7722441023845,9954.942912447807,-24.95119824166179,-3.0009393736625882 m^-2 kg^-1 s^2 mol K,-1.4990987610143462 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-62.8894873782487,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,0.00010369
1211,-5660.737029757884,-14166.26091637557,-6041.133588031819,-14546.657474649508,0.0440962,8.31446261815324,8.496221106838154e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,27579028.0,11769.938510606244,952.7722441023845,9954.942912447807,-25.965484566459146,-3.122929978633598 m^-2 kg^-1 s^2 mol K,-1.5600383342601178 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-64.12814205518961,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,0.00011316
1212,-5660.737029757884,-14166.26091637557,-6041.133588031819,-14546.657474649508,0.0440962,8.31446261815324,8.496221106838154e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,27579028.0,11769.938510606244,952.7722441023845,9954.942912447807,-25.965484566459146,-3.122929978633598 m^-2 kg^-1 s^2 mol K,-1.5600383342601178 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-64.12814205518961,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,0.00011307
1213,-5656.142955752514,-14702.725950923166,-5006.848429996334,-14053.431425166986,0.0440962,8.31446261815324,8.153215266873439e-05,0.0010495687780473803,0.0001004526102052866,-10634.017939509109,-12424.467185065283,-0.0009491161678420937,9.848736226558685e-08,208.1101,1.9023651816214316e-05,2.4505993249562818e-05,9.503135290883643e-06,2.0018290000000003,1.2881855432549376,41368542.0,12265.099930122118,952.7722441023845,9954.942912447807,-27.61721844199128,-3.3215879017476966 m^-2 kg^-1 s^2 mol K,-1.659276542475754 m^-2 kg^-1 s^2 mol K,-2.009467520160083,-20.42916069641183,-66.12250768708833,-18.419693176251748,3.618353e-10,L,1,327.5703892545367,0.00013061
