,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity,refno
97,-86.6534858909585,-154.918859028586,-172.899269863675,-241.164643001303,0.0440962,8.31446261815324,0.0106630284859506,0.00216887706373317,8.95613015600413E-05,-13081.1944696928,-15066.657164661,-0.00207931576217313,2.38302163779736E-07,208.1101,1.74504858265511E-05,2.33819696533413E-05,8.7172709689744E-06,2.001829,1.33990365000414,224440,93.7819871078444,461.068087593104,11165.5367059355,-0.228917115917064,-0.027532400640934037 m^-2 kg^-1 s^2 mol K,-0.013753622632569532 m^-2 kg^-1 s^2 mol K,-1.10103324516861,-25.1261440982641,-7.22463586797783,-24.0251108530955,3.618353E-10,G,1,298.21,0.000008115,Bell
98,-92.4657148573717,-165.300810106122,-184.467017516551,-257.302112765301,0.0440962,8.31446261815324,0.00999039615326116,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,238950,100.096130789926,460.711965919301,11166.6063885273,-0.244265528367934,-0.02937839035256719 m^-2 kg^-1 s^2 mol K,-0.014675774180795256 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-7.79108781970682,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008116,Bell
99,-97.7976002670196,-174.83354213989,-195.075432145032,-272.111374017903,0.0440962,8.31446261815324,0.00944222151286799,0.00216887706373317,8.95613015600413E-05,-13081.1944696928,-15066.657164661,-0.00207931576217313,2.38302163779736E-07,208.1101,1.74504858265511E-05,2.33819696533413E-05,8.7172709689744E-06,2.001829,1.33990365000414,252290,105.907280255731,461.068087593104,11165.5367059355,-0.258327828955669,-0.031069696361572863 m^-2 kg^-1 s^2 mol K,-0.015520654542207581 m^-2 kg^-1 s^2 mol K,-1.10103324516861,-25.1261440982641,-8.26501202058732,-24.0251108530955,3.618353E-10,G,1,298.21,0.000008116,Bell
100,-102.583206096013,-183.379502943689,-204.594351781287,-285.390648628963,0.0440962,8.31446261815324,0.00900009585354052,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,264130,111.109927746671,460.711965919301,11166.6063885273,-0.270964842872346,-0.032589579786039304 m^-2 kg^-1 s^2 mol K,-0.01627990192271133 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-8.68572573194919,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008114,Bell
101,-109.501288062493,-195.746028921157,-218.350357533513,-304.595098392176,0.0440962,8.31446261815324,0.00842762568128429,0.00216887706373317,8.95613015600413E-05,-13081.1944696928,-15066.657164661,-0.00207931576217313,2.38302163779736E-07,208.1101,1.74504858265511E-05,2.33819696533413E-05,8.7172709689744E-06,2.001829,1.33990365000414,281290,118.657382021695,461.068087593104,11165.5367059355,-0.289208077725977,-0.034783736605483 m^-2 kg^-1 s^2 mol K,-0.01737597797088712 m^-2 kg^-1 s^2 mol K,-1.10103324516861,-25.1261440982641,-9.24104879293985,-24.0251108530955,3.618353E-10,G,1,298.21,0.000008116,Bell
102,-116.60804405721,-208.437393750942,-232.476096674288,-324.30544636802,0.0440962,8.31446261815324,0.00791155065232946,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,298720,126.39747174033,460.711965919301,11166.6063885273,-0.307966160351908,-0.0370398153789898 m^-2 kg^-1 s^2 mol K,-0.018502986708150294 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-9.79455629982735,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008115,Bell
103,-133.162878875654,-238.011466725403,-265.35948109537,-370.208068945118,0.0440962,8.31446261815324,0.00692169948466797,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,339080,144.47318931067,460.711965919301,11166.6063885273,-0.351628505767484,-0.042291188488810076 m^-2 kg^-1 s^2 mol K,-0.02112627426658824 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-10.9495502536506,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008116,Bell
104,-138.289129890642,-247.17551906833,-275.535667905741,-384.422057083429,0.0440962,8.31446261815324,0.00666271081340496,0.00216887706373317,8.95613015600413E-05,-13081.1944696928,-15066.657164661,-0.00207931576217313,2.38302163779736E-07,208.1101,1.74504858265511E-05,2.33819696533413E-05,8.7172709689744E-06,2.001829,1.33990365000414,351540,150.089059544362,461.068087593104,11165.5367059355,-0.365133259037889,-0.04391543696891262 m^-2 kg^-1 s^2 mol K,-0.02193765649758926 m^-2 kg^-1 s^2 mol K,-1.10103324516861,-25.1261440982641,-11.2707783242849,-24.0251108530955,3.618353E-10,G,1,298.21,0.000008116,Bell
105,-141.910062401035,-253.635906243604,-282.721979979881,-394.44782382245,0.0440962,8.31446261815324,0.00649193377540835,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,360200,154.037307618268,460.711965919301,11166.6063885273,-0.374692614670901,-0.045065163183585985 m^-2 kg^-1 s^2 mol K,-0.022511994372938937 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-11.5055787422555,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008112,Bell
106,-155.417725201736,-277.763906811596,-309.516880419356,-431.863062029216,0.0440962,8.31446261815324,0.00592314666010163,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,392560,168.829181072961,460.830647302445,11166.2498568088,-0.410296058250982,-0.049347273190593066 m^-2 kg^-1 s^2 mol K,-0.024651093170592022 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-12.3004409764829,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008117,Bell
107,-170.683637880445,-305.026174691927,-339.775053651892,-474.117590463374,0.0440962,8.31446261815324,0.00538884579504471,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,428700,185.568494262639,460.830647302445,11166.2498568088,-0.450526633393079,-0.05418589920765642 m^-2 kg^-1 s^2 mol K,-0.027068195738825053 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-13.1266926974921,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008117,Bell
108,-184.922619650565,-330.451081958056,-367.974206096006,-513.502668403497,0.0440962,8.31446261815324,0.00496999701671286,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,462020,201.207364237292,460.830647302445,11166.2498568088,-0.488039378609245,-0.058697645418922466 m^-2 kg^-1 s^2 mol K,-0.029322007733389045 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-13.8369451084552,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008118,Bell
109,-200.838443777745,-358.866195583787,-399.467195604252,-557.494947410293,0.0440962,8.31446261815324,0.00457211189663728,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,498820,218.717306707976,460.830647302445,11166.2498568088,-0.529956577370271,-0.0637391256307051 m^-2 kg^-1 s^2 mol K,-0.0318404447286482 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-14.5726544912683,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008121,Bell
110,-214.524508178348,-383.297107083569,-426.52523410424,-595.29783300946,0.0440962,8.31446261815324,0.00427717723816941,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,530090,233.799055853011,460.830647302445,11166.2498568088,-0.565990136843022,-0.06807296668906508 m^-2 kg^-1 s^2 mol K,-0.03400538541956634 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-15.1631126458151,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008123,Bell
111,-230.62784413944,-412.039128385946,-458.33516241102,-639.746446657526,0.0440962,8.31446261815324,0.00397497049967434,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,566440,251.574194093246,460.830647302445,11166.2498568088,-0.608374808834991,-0.07317067100725258 m^-2 kg^-1 s^2 mol K,-0.03655190878304419 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-15.8147473951071,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008126,Bell
112,-248.001703873687,-443.048447522173,-492.621697625171,-687.668441273657,0.0440962,8.31446261815324,0.00369282959710128,0.00216943573124239,8.95584413620509E-05,-13081.9141955565,-15067.4077470685,-0.00207987728988034,1.16415321826935E-09,208.1101,1.74499406772695E-05,2.33815776113964E-05,8.71699864337538E-06,2.001829,1.33992304293925,605160,270.795056664667,460.94935452516,11165.8932959471,-0.654080293925172,-0.0786677773374189 m^-2 kg^-1 s^2 mol K,-0.039297950692800884 m^-2 kg^-1 s^2 mol K,-1.10079793520809,-25.1277131925247,-16.4694836943481,-24.0269152573166,3.618353E-10,G,1,298.2,0.000008129,Bell
113,-263.702995074836,-471.059872344238,-523.578009338303,-730.934886607706,0.0440962,8.31446261815324,0.00347000405541533,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,639600,288.1841012374,460.830647302445,11166.2498568088,-0.695385080886019,-0.08363560133973807 m^-2 kg^-1 s^2 mol K,-0.041779593231858494 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-17.0313735618436,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008132,Bell
114,-281.117667950539,-502.128123654201,-557.879287084027,-778.889742787689,0.0440962,8.31446261815324,0.00325187578652851,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,677310,307.514820874365,460.830647302445,11166.2498568088,-0.74117326437393,-0.08914265400095758 m^-2 kg^-1 s^2 mol K,-0.044530603763337215 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-17.6169679851858,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008135,Bell
115,-299.125010656623,-534.243118166893,-593.311394429584,-828.429501939855,0.0440962,8.31446261815324,0.00305311118212021,0.00217055356486044,8.95527222153552E-05,-13083.3534669419,-15068.9086706197,-0.00208100084264508,8.0326572060585E-09,208.1101,1.74488503585389E-05,2.33807935077858E-05,8.7164539821028E-06,2.001829,1.33996183286333,715670,327.534747459003,460.711965919301,11166.6063885273,-0.788510656349421,-0.09483603361543046 m^-2 kg^-1 s^2 mol K,-0.04737469265128562 m^-2 kg^-1 s^2 mol K,-1.10032743658313,-25.1308513750954,-18.1918217144603,-24.0305239385122,3.618353E-10,G,1,298.18,0.000008141,Bell
116,-316.538820556496,-565.304985687166,-627.539856466747,-876.306021597417,0.0440962,8.31446261815324,0.00288225095667477,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,752290,346.951051463503,460.830647302445,11166.2498568088,-0.834253882191456,-0.10033767911470333 m^-2 kg^-1 s^2 mol K,-0.05012300207195685 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-18.7132751868552,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008146,Bell
117,-333.929921763731,-596.316029728897,-661.688762903109,-924.074870868275,0.0440962,8.31446261815324,0.00272946840759107,0.00216999456493113,8.95555815805278E-05,-13082.6338613016,-15068.1582490492,-0.0020804389833506,-1.65309756994247E-08,208.1101,1.74493955212656E-05,2.3381185562878E-05,8.71672631441824E-06,2.001829,1.3399424372256,788260,366.371707112948,460.830647302445,11166.2498568088,-0.879929266458184,-0.10583116514794413 m^-2 kg^-1 s^2 mol K,-0.05286723548711909 m^-2 kg^-1 s^2 mol K,-1.10056266568212,-25.1292822847964,-19.2117953107887,-24.0287196191143,3.618353E-10,G,1,298.19,0.000008151,Bell
