thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.103,302.21,468000.0,Liquid,51298,9750.469307315925,-77.26029448179915,-33.29648981739195,-4.004647244993877 m^-2 kg^-1 s^2 mol K,-1.717563600482194 m^-2 kg^-1 s^2 mol K,-19018.63067056764,-21483.346728724537,-11420.814541010515,-8956.098482853618,0.00010255916597262501,176.53861074281312,140.18717814597733,-0.4537438009475923,-33.26199505675815,-32.80825125581056,-18687.694076419775,-20991.867251500615,9743.817736816081,0.00010262917749596196,118.63512615550636,0.008429206697931983,-0.00832657752043602,2.762535586953163e-07,1.8738441233421886e-05,2.5724650308656788e-05,8.036778927915113e-06,1.3728276534962949,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,28836.98408416725,26325.18718498779,28837.90093281988,790.4483861196403,1
0.1207,302.22,27320000.0,Liquid,51298,10448.476048453185,-81.57581507999895,-37.04123140120138,-4.455036134305065 m^-2 kg^-1 s^2 mol K,-1.9107320657719957 m^-2 kg^-1 s^2 mol K,-20239.100873939304,-20137.162385533633,-8942.561431462549,-9044.499919868222,9.570773722049563e-05,169.09931456361238,142.1162356319478,-0.45385344296611985,-33.260424551771166,-32.806571108805045,-18687.08463563875,-20991.28574345407,9743.620738654658,0.00010263125246991851,118.6690078745805,0.008426800037435933,-0.008324168784966014,1.705484464764595e-08,1.8739028819216166e-05,2.57250759139893e-05,8.037030939118766e-06,1.3728073190009296,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,46469.760297357905,46677.77268815739,49190.569580615665,1003.4967966426138,1
0.1369,302.22,58820000.0,Liquid,51298,10982.220539811899,-85.02806878534244,-40.07924597835781,-4.8204253021538 m^-2 kg^-1 s^2 mol K,-2.0674447788560233 m^-2 kg^-1 s^2 mol K,-21087.537020431395,-18244.404318617733,-6131.654599038433,-8974.787300852098,9.105626647861214e-05,166.59353472938207,143.79594329578396,-0.45385344296611985,-33.260424551771166,-32.806571108805045,-18687.08463563875,-20991.28574345407,9743.620738654658,0.00010263125246991851,118.6690078745805,0.008426800037435933,-0.008324168784966014,1.705484464764595e-08,1.8739028819216166e-05,2.57250759139893e-05,8.037030939118766e-06,1.3728073190009296,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,58185.943696235576,67089.10402057186,69601.90091303013,1177.8562582827178,1
0.1396,302.23,65060000.0,Liquid,51298,11069.403448840962,-85.60045734531882,-40.58997922170527,-4.881852392129809 m^-2 kg^-1 s^2 mol K,-2.0937904036693515 m^-2 kg^-1 s^2 mol K,-21217.36753055242,-17852.785398994703,-5585.275978818715,-8949.858110376434,9.033910495914813e-05,166.3581442292178,144.09272828056262,-0.45396310402354123,-33.25885408812126,-32.80489098409772,-18686.475170341284,-20990.704200136875,9743.423732453894,0.00010263332761246429,118.702897118904,0.008424394216750293,-0.008321760889137829,1.5995465219020844e-07,1.8739616397814055e-05,2.572550151228056e-05,8.03728294723594e-06,1.3727869859321877,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,59635.542936134356,70869.66276932624,73382.54280641068,1207.3227061582902,1
0.1146,302.24,16590000.0,Liquid,51298,10211.260205495393,-80.07450088885813,-35.73903718027458,-4.29841816863117 m^-2 kg^-1 s^2 mol K,-1.8435597780357105 m^-2 kg^-1 s^2 mol K,-19836.216313541183,-20724.50245577419,-9922.735858408,-9034.449716174991,9.793110545374508e-05,170.95439263144573,141.43502022238434,-0.4540727841220406,-33.2572836657992,-32.80321088167716,-18685.865680522507,-20990.122621542876,9743.226718212332,0.00010263540292363,118.7367938897344,0.00842198923552421,-0.00831935383260058,-1.157168298959732e-07,1.8740203969215822e-05,2.5725927103530907e-05,8.037534952266749e-06,1.3727666542899106,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,40474.36299489197,39011.783480485596,41524.74666219623,929.268334344978,1
0.1109,302.28,10970000.0,Liquid,51298,10067.901681653982,-79.1662348988816,-34.96468200334677,-4.205284647862537 m^-2 kg^-1 s^2 mol K,-1.803615499433663 m^-2 kg^-1 s^2 mol K,-19585.753876392722,-21009.448213504245,-10440.324137532583,-9016.62980042106,9.932556272596786e-05,172.37254744589686,141.04611627184855,-0.454511694970898,-33.25100238960745,-32.79649069463655,-18683.42747593642,-20987.795954273482,9742.438580809845,0.00010264370585509757,118.87245626331793,0.00841237769820176,-0.008309733992346663,2.394663169980049e-07,1.8742554182867234e-05,2.572762939813018e-05,8.038542941528742e-06,1.3726853419822618,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,36810.88402359793,34769.968506099474,37283.264266314836,885.393720219275,1
0.1155,302.3,20490000.0,Liquid,51298,10301.193704391908,-80.60903864296033,-36.22519956390445,-4.35689006344352 m^-2 kg^-1 s^2 mol K,-1.8686379414885488 m^-2 kg^-1 s^2 mol K,-19989.378059650222,-20513.750243613904,-9562.872415445592,-9038.500231481908,9.707612813587328e-05,170.19454793785388,141.70533277254756,-0.4547312646990327,-33.247861999241636,-32.7931307345426,-18682.20822638842,-20986.632408815563,9742.044463826882,0.00010264785833333989,118.94033264189919,0.008407576957185416,-0.008304929098852077,3.090826794505119e-08,1.8743729246523397e-05,2.5728480503193463e-05,8.03904691764464e-06,1.3726446943830881,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42773.02575006536,41833.678771835235,44347.140821302964,957.2789873196141,1
0.1316,302.33,48320000.0,Liquid,51298,10822.515799271245,-83.92858749386065,-39.146537243573725,-4.708246226052397 m^-2 kg^-1 s^2 mol K,-2.0193320023590795 m^-2 kg^-1 s^2 mol K,-20840.616282168077,-18889.5618186489,-7054.389213799256,-9005.443677318432,9.239995750963348e-05,167.15959317229635,143.29790394251216,-0.4550607622204045,-33.24315172315007,-32.788090960929665,-18680.379167887702,-20984.886825709153,9741.45322796821,0.00010265408831702326,119.04220372785856,0.008400382122344544,-0.008297728034027521,7.136259227991104e-08,1.874549178805188e-05,2.5729757108000768e-05,8.03980285867726e-06,1.3725837336740647,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,55104.9764424644,60521.42523898957,63035.13672233584,1124.7683114310335,1
0.1073,302.34,5868000.0,Liquid,51298,9922.106620340111,-78.24272279960223,-34.18698423895504,-4.11174910622768 m^-2 kg^-1 s^2 mol K,-1.763498797053885 m^-2 kg^-1 s^2 mol K,-19326.181001583773,-21248.56896315628,-10912.476148350612,-8990.088186778105,0.00010078504880707701,174.09272849087205,140.6669791365494,-0.4551706328507779,-33.24158171360496,-32.78641108075418,-18679.769432586916,-20984.304894003522,9741.256133240493,0.000102656165316058,119.0761758330438,0.008397985516448695,-0.008295329351132637,9.132781997323036e-08,1.874607928750761e-05,2.573018262886124e-05,8.040054832850948e-06,1.3725634162876839,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,33118.166261054175,30743.508633841568,33257.30326181402,841.5186389483491,1
0.1053,302.39,3197000.0,Liquid,51298,9838.113111571163,-77.70767792096655,-33.74306444441714,-4.058357827088523 m^-2 kg^-1 s^2 mol K,-1.7405996721066788 m^-2 kg^-1 s^2 mol K,-19174.466480490126,-21363.716144138074,-11160.150886790774,-8970.901223142824,0.00010164550749308252,175.2320416823164,140.45742746769898,-0.4557202720261277,-33.23373228410922,-32.778012012083096,-18676.720387358717,-20981.39470516809,9740.270538726445,0.00010266655284615447,119.24614948970941,0.008386015014147664,-0.00828334846130151,2.421438694000244e-08,1.874901667689542e-05,2.5732310127614585e-05,8.041314657445798e-06,1.3724618507233364,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,31024.04286119026,28551.833549636016,31066.043900739376,816.5887084491579,1
0.1034,302.43,789000.0,Liquid,51298,9757.19283621002,-77.19886967811378,-33.31927909479717,-4.007388165057124 m^-2 kg^-1 s^2 mol K,-1.7187391608360678 m^-2 kg^-1 s^2 mol K,-19027.208618439192,-21460.88812623689,-11384.13854959738,-8950.459041799682,0.00010248849405629143,176.44537752017786,140.25706989281142,-0.4561603267268167,-33.22745348184092,-32.7712931551141,-18674.28070841344,-20979.065917356245,9739.48191797905,0.00010267486591396648,119.38226424763151,0.008376453624013415,-0.008273778758099449,2.7689384296536446e-07,1.875136645895321e-05,2.5734011999979387e-05,8.042322461600477e-06,1.3723806239033942,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,29035.29824343204,26523.355743870263,29037.89867347835,792.7775502626858,1
0.1245,302.45,33880000.0,Liquid,51298,10573.020228443678,-82.26088720878845,-37.72181479157219,-4.536891501467926 m^-2 kg^-1 s^2 mol K,-1.9458392276621688 m^-2 kg^-1 s^2 mol K,-20440.220245151777,-19750.54705785214,-8341.584174141131,-9031.25736144077,9.458035437308508e-05,168.36546813280796,142.54501173327324,-0.4563804685791279,-33.22431432761534,-32.76793385903621,-18673.06072124549,-20977.901311065016,9739.087559195199,0.00010267902346312165,119.45036693189394,0.0083716779251935,-0.008268998901730377,1.273583620786667e-07,1.875254130683737e-05,2.573486289395683e-05,8.042826345173358e-06,1.3723400190337742,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49510.755868687425,51079.24900495308,53593.958223813526,1043.6008032003174,1
0.1133,302.57,14660000.0,Liquid,51298,10158.675541704508,-79.59293001887464,-35.435299415962774,-4.261886912401977 m^-2 kg^-1 s^2 mol K,-1.827891792283011 m^-2 kg^-1 s^2 mol K,-19739.299641031437,-20811.90508676787,-10090.246542480016,-9017.641096743582,9.843802923862372e-05,171.4837803769434,141.36611070744024,-0.4577029238326535,-33.2054828543837,-32.74777993055105,-18665.738728034266,-20970.910696771367,9736.720728029703,0.00010270398298692474,119.85961794848578,0.00834309350485155,-0.008240389521864625,-1.0145595297217369e-07,1.8759589790255488e-05,2.573996766712804e-05,8.045849387608042e-06,1.3720965093009896,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,39162.17087248557,37474.27971780591,39989.98667218054,913.5671781578,1
0.1101,302.63,9208000.0,Liquid,51298,10013.735516774179,-78.66934559025854,-34.65572003222122,-4.168125063976624 m^-2 kg^-1 s^2 mol K,-1.7876780285936797 m^-2 kg^-1 s^2 mol K,-19484.15697506615,-21080.825828743364,-10592.965275392256,-8996.296421715042,9.986283323789439e-05,173.01015412014598,140.98207658433697,-0.4583651834870482,-33.19606933370405,-32.737704150217006,-18662.076398818095,-20967.413473877437,9735.536875777458,0.00010271647190696325,120.06465206915276,0.008328846023924155,-0.008226129552017191,1.076841726899147e-08,1.876311364385148e-05,2.5742519674107598e-05,8.04736074236656e-06,1.3719748311892366,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,35473.03242198169,33292.86756633901,35809.07338847073,869.5135924773562,1
0.1366,302.66,59590000.0,Liquid,51298,10988.235851308818,-84.85846234652975,-40.08495414733016,-4.821111837079087 m^-2 kg^-1 s^2 mol K,-2.0677392286105194 m^-2 kg^-1 s^2 mol K,-21087.689178886987,-18181.07190475109,-6048.959682520148,-8955.576956656043,9.100641936811805e-05,166.6493158301647,143.9195385872196,-0.45869657153001747,-33.191363126485946,-32.73266655495593,-18660.244900593552,-20965.664382901832,9734.944840348615,0.0001027227186594094,120.16727140220202,0.008321733433165692,-0.008219010714506283,-1.3061799108982086e-07,1.8764875473647494e-05,2.57437955827288e-05,8.048116378142386e-06,1.3719140113070387,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,58262.14953919208,67432.65577275495,69949.11102876521,1180.480934063137,1
0.133,302.67,50740000.0,Liquid,51298,10856.389310897825,-83.98840423348175,-39.31935054807381,-4.729030889167338 m^-2 kg^-1 s^2 mol K,-2.028246390726028 m^-2 kg^-1 s^2 mol K,-20886.474156148575,-18729.267120163062,-6828.479289777564,-8985.686325763074,9.211165622037737e-05,167.08597512574522,143.4875763788925,-0.45880707247994185,-33.18979447262982,-32.73098740014988,-18659.634351728004,-20965.081281493574,9734.747479003136,0.0001027248012500477,120.20149300651123,0.008319364219093607,-0.00821663941784356,6.513437256217003e-08,1.876546273587736e-05,2.5744220871550253e-05,8.048368250571653e-06,1.3718937408524612,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,55785.06966870184,61948.667601697394,64465.206002333834,1136.4531194618314,1
0.1289,302.68,42610000.0,Liquid,51298,10724.816888731882,-83.12867332238503,-38.565087994490675,-4.638313955527354 m^-2 kg^-1 s^2 mol K,-1.989338568479719 m^-2 kg^-1 s^2 mol K,-20680.153299959897,-19223.74663951315,-7550.865805340709,-9007.27246578746,9.3241685184449e-05,167.62861898340293,143.06945310476624,-0.45891759256802495,-33.18822585969994,-32.72930826713191,-18659.023778125524,-20964.498144533318,9734.550109553968,0.00010272688401064891,120.235722192914,0.008316995829205693,-0.008214268945195044,-2.0314473658800125e-08,1.876604999092329e-05,2.5744646153346147e-05,8.048620119919783e-06,1.3718734718173642,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,53006.58360770686,56762.241322341855,59278.862867604475,1093.1419123278158,1
0.1067,302.71,4474000.0,Liquid,51298,9872.612121673532,-77.76883030717534,-33.90590886736383,-4.077943509341895 m^-2 kg^-1 s^2 mol K,-1.74899982644513 m^-2 kg^-1 s^2 mol K,-19231.179749746043,-21294.87785580553,-11031.220182565827,-8967.522076506339,0.00010129031584302609,174.7778543747474,140.6243883712777,-0.45924926768333124,-33.1835202663774,-32.72427099869407,-18657.191908847682,-20962.748520278008,9733.95795257016,0.00010273313331253496,120.33845525735403,0.008309895601214217,-0.008207162467901681,2.403976395726204e-08,1.876781171296022e-05,2.5745921956583927e-05,8.049375709478535e-06,1.3718126732273712,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,31928.480647819393,29493.205290622736,32010.0762697639,827.3365707398814,1
0.1247,302.71,34170000.0,Liquid,51298,10574.959450925166,-82.15077718783787,-37.71644913185248,-4.536246160937077 m^-2 kg^-1 s^2 mol K,-1.9455624458789327 m^-2 kg^-1 s^2 mol K,-20438.46795889892,-19724.12087440856,-8306.974557705495,-9021.321642195859,9.456301034918045e-05,168.39378423341682,142.6125100246727,-0.45924926768333124,-33.1835202663774,-32.72427099869407,-18657.191908847682,-20962.748520278008,9733.95795257016,0.00010273313331253496,120.33845525735403,0.008309895601214217,-0.008207162467901681,2.403976395726204e-08,1.876781171296022e-05,2.5745921956583927e-05,8.049375709478535e-06,1.3718126732273712,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49564.09042970979,51195.53307540981,53712.40405455098,1044.593937290643,1
0.1393,302.72,65040000.0,Liquid,51298,11063.696756678743,-85.32907277577432,-40.523181522350264,-4.873818475516946 m^-2 kg^-1 s^2 mol K,-2.090344716221896 m^-2 kg^-1 s^2 mol K,-21198.897183970104,-17837.16523829704,-5569.987727851167,-8931.719673524234,9.038570217466754e-05,166.45516057616763,144.18831871818819,-0.459359864346171,-33.1819518170618,-32.72259195271563,-18656.58123624852,-20962.165241047114,9733.760550691999,0.0001027352167532935,120.37271478480652,0.008307530504630775,-0.008204795287877481,1.5489058569073677e-07,1.8768398939273184e-05,2.574634721028106e-05,8.049627566503308e-06,1.3717924098686118,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,59503.59685916343,70717.10749702842,73234.06162079578,1206.0523037491332,1
0.1184,302.73,23070000.0,Liquid,51298,10351.896826812505,-80.72610814781092,-36.477210427130416,-4.387200003460058 m^-2 kg^-1 s^2 mol K,-1.8816376507064538 m^-2 kg^-1 s^2 mol K,-20067.613759482694,-20356.073948142748,-9313.328035537561,-9024.867846877505,9.660065365121245e-05,169.85714891958045,141.9540012108675,-0.4594704801582377,-33.18038340862694,-32.7209129284687,-18655.97053888789,-20961.58192623292,9733.563140702992,0.00010273730036416823,120.40698190069281,0.008305166230516123,-0.008202428930151955,-1.4284159988164902e-07,1.87689861584036e-05,2.5746772456954362e-05,8.04987942044754e-06,1.3717721479285412,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,44087.14400693587,43543.28205170854,46060.31932010207,973.7726152591437,1
0.1366,302.74,58750000.0,Liquid,51298,10975.26812012722,-84.73494187390871,-40.00394572280879,-4.8113687630836 m^-2 kg^-1 s^2 mol K,-2.0635604961959797 m^-2 kg^-1 s^2 mol K,-21066.558340160067,-18230.73435519642,-6119.939827073288,-8955.763812036936,9.11139471997162e-05,166.70096051096587,143.89504254475008,-0.45958111512174155,-33.17881504106375,-32.71923392594201,-18655.359816760883,-20960.998575829075,9733.365722601719,0.00010273938414518972,120.44125660628106,0.008302802778527716,-0.008200063394382527,-4.406319931149483e-08,1.8769573370351756e-05,2.5747197696604194e-05,8.050131271311354e-06,1.3717518874070003,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,58029.34466999593,66895.87264331865,69412.99305633837,1176.2306980860324,1
0.121,302.78,27320000.0,Liquid,51298,10440.591414260549,-81.26264852046306,-36.96324882066353,-4.4456569856914685 m^-2 kg^-1 s^2 mol K,-1.906709418263563 m^-2 kg^-1 s^2 mol K,-20215.58709409246,-20116.33008174833,-8924.597603827826,-9023.854616171959,9.578001478289098e-05,169.23240021531896,142.2257982279834,-0.46002384653447526,-33.17254197934479,-32.71251813281032,-18652.91668049064,-20958.664818192025,9732.575969045167,0.00010274772097135831,120.57843135104228,0.008293357184990083,-0.008190609464018726,1.3184035196900368e-07,1.877192214632736e-05,2.574889858497577e-05,8.05113864396482e-06,1.3716708595029745,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,46304.29334594706,46506.72083179335,49024.17382331779,1001.8061598949145,1
0.1144,302.79,16580000.0,Liquid,51298,10202.401067436993,-79.76205118462194,-35.658620173751174,-4.288746225871114 m^-2 kg^-1 s^2 mol K,-1.8394115532822355 m^-2 kg^-1 s^2 mol K,-19811.116173817893,-20703.54466222876,-9906.471059818641,-9014.042571407774,9.801614280698103e-05,171.10283881512132,141.5409966984095,-0.4601345772884183,-33.170973816002935,-32.71083923871451,-18652.305834457955,-20958.081289746,9732.378510360995,0.00010274980560357468,120.61274402418256,0.008290997838499573,-0.008188248032895999,7.334165275096893e-09,1.8772509322368402e-05,2.574932378951346e-05,8.051390479428337e-06,1.3716506060717109,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,40299.88444913985,38831.379875563085,41348.9160117137,927.3539712144768,1
0.1031,302.79,472000.0,Liquid,51298,9739.043477010911,-76.92244017128222,-33.205466914180775,-3.9936997060618427 m^-2 kg^-1 s^2 mol K,-1.7128682819599372 m^-2 kg^-1 s^2 mol K,-18988.203787341125,-21457.27520505056,-11402.991878105762,-8933.920460396328,0.00010267948822289456,176.7546521754788,140.29653109471928,-0.4601345772884183,-33.170973816002935,-32.71083923871451,-18652.305834457955,-20958.081289746,9732.378510360995,0.00010274980560357468,120.61274402418256,0.008290997838499573,-0.008188248032895999,7.334165275096893e-09,1.8772509322368402e-05,2.574932378951346e-05,8.051390479428337e-06,1.3716506060717109,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,28648.306001441768,26131.702852468516,28649.238988619134,788.0331625687,1
0.1108,302.86,10970000.0,Liquid,51298,10058.159260295328,-78.83565084838183,-34.87921215572672,-4.195004988004129 m^-2 kg^-1 s^2 mol K,-1.799206629309032 m^-2 kg^-1 s^2 mol K,-19558.51311348079,-20985.97444140696,-10422.456247923566,-8994.994919997396,9.942177033798906e-05,172.54064282226486,141.15775968203502,-0.460910229302831,-33.15999781497198,-32.69908758566915,-18648.029217667925,-20953.995592707848,9730.996072106253,0.00010276440280008789,120.85314553226544,0.008274505356031626,-0.008171740953231537,-1.600128598511219e-07,1.8776619353615094e-05,2.5752300024698004e-05,8.053153241448135e-06,1.3715088717362678,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,36629.512798342126,34583.78404147785,37101.90219001174,883.3186587562274,1
0.1307,302.87,48280000.0,Liquid,51298,10815.340545318515,-83.62604367334839,-39.07021586542456,-4.69906687416229 m^-2 kg^-1 s^2 mol K,-2.015395046188427 m^-2 kg^-1 s^2 mol K,-20818.813673422523,-18872.985396945194,-7039.789117784055,-8985.617394261384,9.246125869174373e-05,167.275195147057,143.40222273342312,-0.4610211134367636,-33.158429977909876,-32.69740886447311,-18647.41817313013,-20953.411779067636,9730.798548414696,0.00010276648879581586,120.88751901954136,0.008272152560582792,-0.008169386071786976,-9.860377758741379e-08,1.8777206472219323e-05,2.575272517307435e-05,8.053405052277429e-06,1.3714886296412214,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,54942.363232370895,60337.57221849399,62855.773511654064,1123.146498933654,1
0.117,302.87,20490000.0,Liquid,51298,10292.630888334246,-80.28829531404537,-36.14434399831932,-4.3471653741522855 m^-2 kg^-1 s^2 mol K,-1.8644670941377608 m^-2 kg^-1 s^2 mol K,-19964.47504163684,-20491.931672688843,-9544.894205917872,-9017.43757486587,9.715688931713351e-05,170.33920318646457,141.8163035450356,-0.4610211134367636,-33.158429977909876,-32.69740886447311,-18647.41817313013,-20953.411779067636,9730.798548414696,0.00010276648879581586,120.88751901954136,0.008272152560582792,-0.008169386071786976,-9.860377758741379e-08,1.8777206472219323e-05,2.575272517307435e-05,8.053405052277429e-06,1.3714886296412214,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42600.95914037346,41656.5257268806,44174.72702004068,955.4482101312769,1
0.1072,302.92,5870000.0,Liquid,51298,9911.664468876783,-77.90925860383335,-34.09932413904347,-4.101206019568034 m^-2 kg^-1 s^2 mol K,-1.7589769451214896 m^-2 kg^-1 s^2 mol K,-19297.626116500673,-21224.011624306666,-10894.64435610762,-8968.258848301624,0.00010089122802129345,174.27876425024823,140.77773247530087,-0.46157582188809865,-33.15059140357588,-32.689015581687784,-18644.36257781303,-20950.492175577583,9729.810807942196,0.00010277692133373503,121.05950059367649,0.00826040083674552,-0.008157623915411784,-1.501757651567459e-08,1.8780141957571064e-05,2.5754850809684008e-05,8.054664060245285e-06,1.3713874404075603,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,32933.940215989016,30554.581434425167,33073.19845071615,839.3040917742725,1
0.1051,302.98,3197000.0,Liquid,51298,9826.932416807256,-77.36591325654526,-33.65187621523187,-4.047390404012235 m^-2 kg^-1 s^2 mol K,-1.735895825421938 m^-2 kg^-1 s^2 mol K,-19144.373172372965,-21338.158641557096,-11142.313185866145,-8948.527716682012,0.0001017611557284829,175.43599253219966,140.5692059396688,-0.4622421054424814,-33.141186457319485,-32.678944351877,-18640.695042999996,-20946.987472923665,9728.625250752859,0.00010278944601372265,121.26612975367028,0.008246325680808938,-0.008143536234795214,-7.502967491745949e-08,1.8783664303157546e-05,2.575740134206285e-05,8.05617476822967e-06,1.3712660600377644,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,30832.259263027943,28355.15807131926,30874.27395536733,814.2141000985849,1
