viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0.0013683,160.0,30056301.0,L,34216,12554.088842861182,-179.1217426029572,-68.2626126234373,-8.210105181590125 m^-2 kg^-1 s^2 mol K,-3.5212534221727716 m^-2 kg^-1 s^2 mol K,-27018.116845606644,-25954.28650435784,-15032.268484607868,-16096.098825856676,7.965532286069849e-05,140.5034766306324,112.60237148714808,-0.0002452989949865114,-65.10441609554515,-65.10417079655016,-26508.294305097956,-27838.54563296514,12220.462675066075,8.18299623008826e-05,0.025092218832582183,39.852992143584466,-39.85291031362217,-3.647734274636605e-07,9.865876938920775e-06,1.8717810913327326e-05,4.2314016892024455e-06,1.8972272844277807,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0013817999999999999,160.0,32226900.0,L,34216,12576.072859377135,-179.35131898082986,-68.4776419138449,-8.235967260750611 m^-2 kg^-1 s^2 mol K,-3.532345476748707 m^-2 kg^-1 s^2 mol K,-27050.513149196166,-25818.270449452997,-14861.847743237813,-16094.090442980982,7.951607876177078e-05,140.54155264784916,112.64011616978455,-0.0002452989949865114,-65.10441609554515,-65.10417079655016,-26508.294305097956,-27838.54563296514,12220.462675066075,8.18299623008826e-05,0.025092218832582183,39.852992143584466,-39.85291031362217,-3.647734274636605e-07,9.865876938920775e-06,1.8717810913327326e-05,4.2314016892024455e-06,1.8972272844277807,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0014001999999999999,150.0,1769200.0,L,34216,12422.529154895843,-184.93154461116822,-68.81762811994231,-8.276858202439989 m^-2 kg^-1 s^2 mol K,-3.549883299367893 m^-2 kg^-1 s^2 mol K,-27103.687560278926,-28208.43828946406,-17885.794071472716,-16781.04334228758,8.049890545886865e-05,137.94690979777315,109.7471459560306,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0014438,150.0,5088200.0,L,34216,12460.49076547859,-185.3226064513648,-69.18332080173306,-8.320840922500853 m^-2 kg^-1 s^2 mol K,-3.5687471628757645 m^-2 kg^-1 s^2 mol K,-27161.50774413856,-28000.330459690776,-17622.832339430814,-16784.009623878595,8.025366085663894e-05,137.9410374496543,109.77373195664694,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0015124,150.0,7956200.0,L,34216,12492.693570357016,-185.65632949421774,-69.4955837245147,-8.358397519616325 m^-2 kg^-1 s^2 mol K,-3.58485490975513 m^-2 kg^-1 s^2 mol K,-27210.218026426603,-27820.519160499713,-17396.181601822507,-16785.880467749397,8.004678849826475e-05,137.94470692832058,109.79674266168003,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0015624,150.0,14667500.0,L,34216,12566.013758219093,-186.42310286289916,-70.21370177408343,-8.444767268636644 m^-2 kg^-1 s^2 mol K,-3.6218982566530435 m^-2 kg^-1 s^2 mol K,-27319.963660036796,-27399.89734203909,-16867.842075926575,-16787.90839392428,7.957973142802957e-05,137.9822885633404,109.85078583536057,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0016417,150.0,17822199.0,L,34216,12599.55291613335,-186.77713427313753,-70.54557113699464,-8.484681978480506 m^-2 kg^-1 s^2 mol K,-3.639017380650126 m^-2 kg^-1 s^2 mol K,-27369.6283705575,-27202.287334328717,-16620.451663779524,-16787.792700008304,7.936789556393941e-05,138.0128700385356,109.87631073482966,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0016632,150.0,21411301.0,L,34216,12637.035697188632,-187.17528450073348,-70.91902314441126,-8.529597930907935 m^-2 kg^-1 s^2 mol K,-3.6582815006214373 m^-2 kg^-1 s^2 mol K,-27424.734592360513,-26977.574593835277,-16339.721122173589,-16786.881120698825,7.913248201257123e-05,138.05690054309818,109.90546421222939,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0017368,150.0,24056500.0,L,34216,12664.220667127927,-187.46571799815175,-71.19158966320519,-8.56238014802908 m^-2 kg^-1 s^2 mol K,-3.6723415512141004 m^-2 kg^-1 s^2 mol K,-27464.438575630047,-26812.0437841595,-16133.30533467872,-16785.700126149266,7.896261651501895e-05,138.0953083690955,109.92703635526065,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0017859,150.0,26636100.0,L,34216,12690.385779466835,-187.7465987013143,-71.45530986134264,-8.594098397331406 m^-2 kg^-1 s^2 mol K,-3.685945273874266 m^-2 kg^-1 s^2 mol K,-27502.444754899374,-26650.694503816463,-15932.39802461507,-16784.14827569798,7.879981092600113e-05,138.13739638971975,109.94814949099447,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0018095000000000001,150.0,29112801.0,L,34216,12715.19672006093,-188.01417333515948,-71.70664478065449,-8.624327039981514 m^-2 kg^-1 s^2 mol K,-3.6989101152526707 m^-2 kg^-1 s^2 mol K,-27538.295461759615,-26495.858044540902,-15739.861327442728,-16782.29874466144,7.864605023548609e-05,138.18193408117213,109.96849544569358,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0019524,140.0,1156100.0,L,34216,12601.37298355383,-194.28708008076015,-72.53878727575795,-8.72441077759874 m^-2 kg^-1 s^2 mol K,-3.7418352904841337 m^-2 kg^-1 s^2 mol K,-27658.578000925594,-28730.858796273744,-18575.42857766763,-17503.14778231948,7.935643213680837e-05,135.3612134628147,107.35553654184748,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0020125000000000004,140.0,4676600.0,L,34216,12640.418487734132,-194.7026170467599,-72.92860161076176,-8.77129466569906 m^-2 kg^-1 s^2 mol K,-3.7619434435183 m^-2 kg^-1 s^2 mol K,-27716.040155435403,-28510.09299386879,-18300.088768362144,-17506.035929928756,7.911130481719168e-05,135.36375679428937,107.34187556988608,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0020553,140.0,7417400.0,L,34216,12670.297582122572,-195.02258339639178,-73.22893764032906,-8.807416787279301 m^-2 kg^-1 s^2 mol K,-3.7774359544444427 m^-2 kg^-1 s^2 mol K,-27759.70814786916,-28338.31651420969,-18086.265244563623,-17507.656878223093,7.89247445467241e-05,135.3734347392116,107.33159812163831,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0021174,140.0,10241000.0,L,34216,12700.624974912474,-195.34913404470203,-73.53561072264289,-8.844301081117397 m^-2 kg^-1 s^2 mol K,-3.7932553554178985 m^-2 kg^-1 s^2 mol K,-27803.76214522912,-28161.44863942345,-17866.463138253446,-17508.776644059115,7.873628281878242e-05,135.39007851954423,107.32133670393631,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0021997,140.0,12837300.0,L,34216,12728.119622965036,-195.6467567401771,-73.81525350474568,-8.8779343770916 m^-2 kg^-1 s^2 mol K,-3.807680427439348 m^-2 kg^-1 s^2 mol K,-27843.467370101116,-27998.914249235186,-17664.778758570792,-17509.33187943672,7.856620063467383e-05,135.41108552306733,107.31219274656301,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.002264,140.0,15489400.0,L,34216,12755.832350678129,-195.9482742006391,-74.09868770012514,-8.912023675269527 m^-2 kg^-1 s^2 mol K,-3.8223010754351443 m^-2 kg^-1 s^2 mol K,-27883.26295048097,-27832.988283306746,-17459.172005289223,-17509.446672463448,7.839551136361852e-05,135.4379393851319,107.30313950645073,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0023201000000000003,140.0,17459000.0,L,34216,12776.17748538769,-196.17062309931984,-74.30778586775155,-8.937172404325075 m^-2 kg^-1 s^2 mol K,-3.8330871794242523 m^-2 kg^-1 s^2 mol K,-27912.335435547724,-27709.832536050682,-17306.742514565467,-17509.24541406251,7.827067220565112e-05,135.46127806604787,107.2966032991569,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0023845999999999997,140.0,21265199.0,L,34216,12814.945226187254,-196.59666478330072,-74.70863653671722,-8.985383658302029 m^-2 kg^-1 s^2 mol K,-3.853764629870838 m^-2 kg^-1 s^2 mol K,-27967.398463414604,-27472.017073732728,-17012.807958592315,-17508.18934827419,7.803388796048123e-05,135.5142348509414,107.28442271925006,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0024403000000000003,140.0,24623000.0,L,34216,12848.568924090514,-196.96871200916644,-75.05889694588853,-9.02751030259129 m^-2 kg^-1 s^2 mol K,-3.8718324362006333 m^-2 kg^-1 s^2 mol K,-28014.800890247705,-27262.425461135237,-16754.17988871084,-17506.55531782331,7.782967939137899e-05,135.56917405607874,107.27416793321349,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0024869,140.0,27709699.0,L,34216,12879.021292783289,-197.30773350092326,-75.37823566150973,-9.065917921975371 m^-2 kg^-1 s^2 mol K,-3.888305180240133 m^-2 kg^-1 s^2 mol K,-28057.44945320523,-27069.936585786327,-16516.983593174962,-17504.49646059387,7.764565158071026e-05,135.62615811506237,107.26514504385149,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0025654,140.0,30293500.0,L,34216,12904.18835647231,-197.58941600467668,-75.64368661926447,-9.097844333812882 m^-2 kg^-1 s^2 mol K,-3.901998182272874 m^-2 kg^-1 s^2 mol K,-28092.493722861065,-26908.947362636914,-16318.831235939891,-17502.377596164042,7.749421911517848e-05,135.67844333617617,107.25788845947241,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0022349,130.0,,L,34216,5.9946912808194836e-61,1103.9806207184895,-8.954961638561828e-63,-1.0770343255870999e-63 m^-2 kg^-1 s^2 mol K,-4.6193206066046885e-64 m^-2 kg^-1 s^2 mol K,-2.725026752507928e-60,-4.3666267497050855e-60,-3.202481736692048e-60,-1.5608817394948905e-60,1.6681426167842597e+60,83.97998714024276,75.66552452208951,-3.0006353540845676e-06,-76.49893829206911,-76.49893529143375,-28208.111051503904,-29288.990582559443,12780.220877229338,7.824590901881133e-05,0.00021583598621471628,4633.147685600435,-4633.1476073545255,-4.1897319502659514e-08,7.98214411770066e-06,1.6872006753110282e-05,3.4234826069896887e-06,2.113718633029447,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0020131000000000003,135.0,,L,34216,6.40368111830734e-61,1106.314528341245,-9.001659556835594e-63,-1.0826507941934785e-63 m^-2 kg^-1 s^2 mol K,-4.643409225280468e-64 m^-2 kg^-1 s^2 mol K,-2.8362436967570135e-60,-4.5467654845550496e-60,-3.3315414443822445e-60,-1.621019656584208e-60,1.5616018060941891e+60,85.41901229986465,77.10454968171142,-7.3532213934486905e-06,-74.41494045997078,-74.41493310674939,-27923.652649290678,-29046.103544394933,12683.593146600264,7.884201175816192e-05,0.0005646899144708972,1770.883407643254,-1770.8833288012422,-4.6624533145411817e-07,8.29200827597199e-06,1.719340718983137e-05,3.55638105391437e-06,2.0734913205107666,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0018997,140.0,,L,34216,6.824851780066976e-61,1108.6149195091753,-9.055028198239898e-63,-1.0890695663806048e-63 m^-2 kg^-1 s^2 mol K,-4.670938864706705e-64 m^-2 kg^-1 s^2 mol K,-2.948788469793946e-60,-4.7287458953544753e-60,-3.4610419476008894e-60,-1.6810845220403603e-60,1.4652332859750201e+60,86.850404778574,78.53594216042076,-1.6720986200488785e-05,-72.40974274302063,-72.40972602203443,-27639.35242600244,-28803.37350124748,12588.381187600604,7.943833167246217e-05,0.0013668835275199322,731.5912291476625,-731.5911497093308,3.3785709341316306e-07,8.60287601335714e-06,1.750890886702227e-05,3.6897099285023753e-06,2.0352390107491143,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0015921000000000002,145.0,,L,34216,7.258308438374169e-61,1110.883747480695,-9.114864984360253e-63,-1.0962662775654879e-63 m^-2 kg^-1 s^2 mol K,-4.701805026988015e-64 m^-2 kg^-1 s^2 mol K,-3.0627262311313534e-60,-4.91264573587418e-60,-3.590990313141943e-60,-1.7410708083991167e-60,1.3777314762666601e+60,88.27521853434185,79.9607559161886,-3.5572073498119616e-05,-70.47950930047072,-70.47947372839722,-27355.45141613691,-28561.040330387536,12494.530324341362,8.003502124860497e-05,0.003086890525963096,323.950587683379,-323.95050764835776,6.339866027715857e-07,8.91547464305355e-06,1.7818825119295525e-05,3.823781170007689e-06,1.9986400985593045,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0013327,150.0,,L,34216,7.704176492667068e-61,1113.1228021801153,-9.180990885238757e-63,-1.1042193953934673e-63 m^-2 kg^-1 s^2 mol K,-4.7359153614469606e-64 m^-2 kg^-1 s^2 mol K,-3.178122236263399e-60,-5.098543807330912e-60,-3.7213951745450983e-60,-1.8009736034775855e-60,1.2979972628506271e+60,89.69433292301696,81.37987030486372,-7.129863307580645e-05,-68.62071009518431,-68.62063879655123,-27072.175402002627,-28319.327805723864,12401.975984101728,8.063231224459026e-05,0.006551215126198674,152.64343800907167,-152.64335737675944,-3.492040967500998e-08,9.230250652165071e-06,1.8123442486194044e-05,3.958786273448661e-06,1.9634832432143068,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0012004,155.0,,L,34216,8.162601415983543e-61,1115.333725846273,-9.253249134650822e-63,-1.1129100652215212e-63 m^-2 kg^-1 s^2 mol K,-4.7731890019133806e-64 m^-2 kg^-1 s^2 mol K,-3.295042246439074e-60,-5.286520441167068e-60,-3.85226682529619e-60,-1.8607886305681967e-60,1.2250996331167865e+60,91.1084861785421,82.79402356038888,-0.0001354680209738822,-66.8300496222863,-66.82991415426532,-26789.729552570876,-28078.437803688157,12310.646052710745,8.123050534620845e-05,0.013148179381645178,76.05615735635591,-76.05607612585057,-1.0001691563843451e-07,9.547190129335541e-06,1.8423023814475446e-05,4.094719272347467e-06,1.9296802058929605,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0010471999999999999,160.0,,L,34216,8.633748766762722e-61,1117.5180271592133,-9.331504081815871e-63,-1.1223219720108056e-63 m^-2 kg^-1 s^2 mol K,-4.813555974391704e-64 m^-2 kg^-1 s^2 mol K,-3.413552923919438e-60,-5.476657971880784e-60,-3.9836173187902456e-60,-1.920512270828899e-60,1.1582454238762338e+60,92.51830164955803,84.2038390314048,-0.0002452989949865114,-65.10441609554515,-65.10417079655016,-26508.294305097956,-27838.54563296514,12220.462675066075,8.18299623008826e-05,0.025092218832582183,39.852992143584466,-39.85291031362217,-3.647734274636605e-07,9.865876938920775e-06,1.8717810913327326e-05,4.2314016892024455e-06,1.8972272844277807,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0008169,170.0,,L,34216,9.614974585654196e-61,1121.8122044444533,-9.505561032396399e-63,-1.1432562113686812e-63 m^-2 kg^-1 s^2 mol K,-4.903341379510261e-64 m^-2 kg^-1 s^2 mol K,-3.6556197339246195e-60,-5.863757879633827e-60,-4.247812504126439e-60,-2.0396743584172315e-60,1.0400443507068934e+60,95.32695834870384,87.0124957305506,-0.0007089447928488422,-61.83649850165062,-61.83578955685777,-25949.035888169077,-27362.30128426463,12043.203487356075,8.303438541496708e-05,0.08005746013046673,12.491028298553768,-12.490945264168353,-3.535916448527132e-09,1.0505907019332705e-05,1.9293877868996883e-05,4.505905859501946e-06,1.8364790239902917,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0006903,180.0,,L,34216,1.0649590416099992e-60,1126.0151821227657,-9.7024629593289e-63,-1.1669380698333038e-63 m^-2 kg^-1 s^2 mol K,-5.004911119869925e-64 m^-2 kg^-1 s^2 mol K,-3.90488844184647e-60,-6.260560034288694e-60,-4.5141167016094913e-60,-2.158445109167268e-60,9.390032488838307e+59,98.1236815169602,89.80921889880695,-0.0017757333980641156,-58.794635700303004,-58.79285996690494,-25395.250297015395,-26891.339856566578,11869.506371342843,8.424950193500475e-05,0.21972794302502674,4.551082517011054,-4.550998267509119,1.2550276551337447e-07,1.114566446730323e-05,1.9853236538671975e-05,4.780293099762664e-06,1.7812519475095592,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0005715000000000001,190.0,,L,34216,1.1739680871565467e-60,1130.1353554850843,-9.921795571212706e-63,-1.1933177196022413e-63 m^-2 kg^-1 s^2 mol K,-5.1180514877094016e-64 m^-2 kg^-1 s^2 mol K,-4.161963433110523e-60,-6.66784320324035e-60,-4.782702044709935e-60,-2.276822274580109e-60,8.51811911192652e+59,100.91097354791351,92.59651092976027,-0.003950409024293717,-55.95807315410388,-55.95412274507959,-24847.266690996054,-26425.80707553338,11698.649531949943,8.547995196102939e-05,0.5321123544970375,1.8793023532505997,-1.8792168732986387,1.23964582599001e-07,1.1782954066480871e-05,2.0397261553874148e-05,5.053621897918786e-06,1.7310821580726103,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.00048520000000000003,200.0,,L,34216,1.2887706368905563e-60,1134.1799132121682,-1.0163412559502496e-62,-1.2223775638021853e-63 m^-2 kg^-1 s^2 mol K,-5.242687011339857e-64 m^-2 kg^-1 s^2 mol K,-4.427500041042274e-60,-7.086464555696086e-60,-5.053782043795587e-60,-2.3948175291417749e-60,7.7593325870049365e+59,103.69071890757795,95.37625628942473,-0.007959777630126789,-53.30742099776607,-53.299461220135946,-24304.880699862395,-25965.212720354382,11529.895712542466,8.673105333573648e-05,1.160282925283089,0.8618587572130454,-0.8617720261597096,-3.842210389848333e-07,1.2417967574547566e-05,2.0927148796093666e-05,5.325974497422598e-06,1.6852313931779712,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.00036820000000000006,220.0,,L,34216,1.5369526140369933e-60,1142.066039557113,-1.071420357285318e-62,-1.2886224961142413e-63 m^-2 kg^-1 s^2 mol K,-5.5268066291110055e-64 m^-2 kg^-1 s^2 mol K,-4.986914847224146e-60,-7.961651444974907e-60,-5.604526658947208e-60,-2.629790061196446e-60,6.506381464639812e+59,109.23300606549857,100.91854344734533,-0.02550438086276659,-48.49265285578779,-48.467148474925025,-23233.510161113863,-25053.700484893427,11195.710117797402,8.931992606796217e-05,4.28822683101233,0.23319661935045727,-0.23310729942438932,-5.3619260143022984e-08,1.3684714366882143e-05,2.1948578824316372e-05,5.86927283269077e-06,1.6038755531086049,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0002887,240.0,,L,34216,1.812403629581457e-60,1149.7134530825942,-1.1358838185595214e-62,-1.3661542191307814e-63 m^-2 kg^-1 s^2 mol K,-5.8593344578788056e-64 m^-2 kg^-1 s^2 mol K,-5.589939164974673e-60,-8.89529025762467e-60,-6.169169093081819e-60,-2.863818000431823e-60,5.5175347460043025e+59,114.75864650748535,106.44418388933211,-0.06426711639041602,-44.220074716046845,-44.15580759965643,-22169.741488114705,-24140.679378929304,10860.906971448725,9.20733418147132e-05,12.254745322069917,0.08160104300160949,-0.08150896965979477,2.9314833227545023e-08,1.4946270181875674e-05,2.2924542919775163e-05,6.410344796149776e-06,1.5337969032283516,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.00025979999999999997,250.0,,L,34216,1.1842378134637829e-61,1176.7976565142164,-7.075026749317783e-64,-8.509301291307322e-65 m^-2 kg^-1 s^2 mol K,-3.649576421932248e-65 m^-2 kg^-1 s^2 mol K,-3.568321031158468e-61,-5.667615522751239e-61,-3.8988588354217924e-61,-1.7995643438290213e-61,8.44424986798129e+60,117.5168865607538,109.20242394260056,-0.09524874307928234,-42.25144006793771,-42.156191324858426,-21635.3808974176,-23676.31112053211,10691.334042176095,9.353369710974458e-05,19.239980105340567,0.05197510571866046,-0.05188157202155071,-3.047898644581437e-08,1.5572236219699443e-05,2.3397263641659163e-05,6.678817002546525e-06,1.5024986335656003,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.0002334,260.0,,L,34216,1.1842378134637829e-61,1181.134350079854,-6.765438341272473e-64,-8.136952022011945e-65 m^-2 kg^-1 s^2 mol K,-3.4898785727877697e-65 m^-2 kg^-1 s^2 mol K,-3.490232941427892e-61,-5.532326862572192e-61,-3.773312893841349e-61,-1.731218972697049e-61,8.44424986798129e+60,120.27270618294088,111.95824356478765,-0.13603599882063838,-40.37763250214248,-40.241596503321844,-21095.865201842087,-23201.975653169753,10519.230963482172,9.506398361929025e-05,29.020523782309464,0.03445837185783625,-0.03436330787421696,-1.164662535302341e-07,1.619308676907258e-05,2.3860620774699008e-05,6.945095213761182e-06,1.4735066337241374,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
0.000189,280.0,,L,34216,1.1842378134637829e-61,1189.6328831262565,-6.237839568667657e-64,-7.502396553023615e-65 m^-2 kg^-1 s^2 mol K,-3.2177224228587814e-65 m^-2 kg^-1 s^2 mol K,-3.349769462686006e-61,-5.285861621407583e-61,-3.539266542180639e-61,-1.6031743834590613e-61,8.44424986798129e+60,125.77847878645007,117.46401616829681,-0.25345677156013485,-36.86899048244838,-36.61553371088824,-19989.100432416748,-22207.060540786035,10163.917275093365,9.838726279782852e-05,59.83096185553424,0.016713754367087816,-0.01661536710428999,1.2281816452741623e-08,1.7415301476368763e-05,2.476133638209744e-05,7.469294066943601e-06,1.421814972063314,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,1
