viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0.001317,323.2,21380000.0,Liquid,33251,13001.720387591957,-119.87179848336416,-79.03017746643185,-9.50514556333234 m^-2 kg^-1 s^2 mol K,-3.168698724316545 m^-2 kg^-1 s^2 mol K,-44240.28469384365,-45283.12124291678,-19740.567885766013,-18697.73133669288,7.691289846183268e-05,-0.10312339913648877,-77.4525651633515,-77.349441764215,-43647.45499542689,-46320.802565382306,12750.790296420984,7.84265113575501e-05,4.567639417528883,0.21893146734884017,-0.2188530408374826,-5.419824447017163e-07,2.5863372608777376e-05,3.517578501746608e-05,8.621986401565948e-06,1.3600617966400987,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.00114,323.21,2940000.0,Liquid,33251,12787.29123757202,-118.37883162890375,-77.67832366087134,-9.342554922464105 m^-2 kg^-1 s^2 mol K,-3.1144964237970814 m^-2 kg^-1 s^2 mol K,-43774.0412893207,-46231.44297518189,-21125.03198475166,-18667.630298890475,7.820264522182529e-05,-0.10315371082458345,-77.44969219315298,-77.3465384823284,-43646.48026626384,-46319.90493723372,12750.648769120076,7.842738186168469e-05,4.569956059038123,0.21882048472266458,-0.2187420573408029,2.320484782103449e-07,2.5864125937472492e-05,3.5176329193099304e-05,8.622237536244456e-06,1.3600432227301793,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.001228,323.22,12260000.0,Liquid,33251,12898.785721602504,-119.1454720458226,-78.37562765402065,-9.426421315900868 m^-2 kg^-1 s^2 mol K,-3.142454684102033 m^-2 kg^-1 s^2 mol K,-44017.656415474405,-45754.57995750556,-20422.009587172997,-18685.08604514185,7.752667743950733e-05,-0.10318402917006349,-77.44681926039578,-77.34363523122572,-43645.505513811506,-46319.00728358615,12750.507238554914,7.84282524052224e-05,4.572273688704849,0.2187095672926049,-0.21863113904019968,-2.0170045900158584e-07,2.5864879257528556e-05,3.51768733603143e-05,8.62248866804299e-06,1.3600246500309985,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.001199,323.22,9220000.0,Liquid,33251,12863.167999202604,-118.89848747062696,-78.15163375828509,-9.399481042545556 m^-2 kg^-1 s^2 mol K,-3.133473694884674 m^-2 kg^-1 s^2 mol K,-43940.1301811615,-45910.75557423926,-20650.584510886343,-18679.959117808587,7.774134646006261e-05,-0.10318402917006349,-77.44681926039578,-77.34363523122572,-43645.505513811506,-46319.00728358615,12750.507238554914,7.84282524052224e-05,4.572273688704849,0.2187095672926049,-0.21863113904019968,-2.0170045900158584e-07,2.5864879257528556e-05,3.51768733603143e-05,8.62248866804299e-06,1.3600246500309985,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.0028079999999999,283.15,100000.0,Liquid,34968,13298.516049754342,-141.83075475139464,-89.26892701355605,-10.73658408405761 m^-2 kg^-1 s^2 mol K,-3.5792192832808647 m^-2 kg^-1 s^2 mol K,-47380.0811949235,-49726.80164925617,-24450.304965367766,-22103.5845110351,7.519635997419972e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.003054,283.15,9900000.0,Liquid,34968,13397.679879360949,-142.55057995296744,-89.9269832838094,-10.815730061431614 m^-2 kg^-1 s^2 mol K,-3.6056039142019585 m^-2 kg^-1 s^2 mol K,-47581.14841916034,-49196.454597862125,-23733.629281051493,-22118.323102349706,7.463978905336396e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.003293,283.15,19700000.0,Liquid,34968,13491.766064119322,-143.23919968109465,-90.5574181567934,-10.891553948306461 m^-2 kg^-1 s^2 mol K,-3.6308810708759083 m^-2 kg^-1 s^2 mol K,-47768.45502431674,-48662.54527908222,-23021.212327986163,-22127.122073220686,7.411928099312737e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.003536,283.15,29500000.0,Liquid,34968,13581.369287295482,-143.900304613183,-91.16348658423249,-10.964447225391602 m^-2 kg^-1 s^2 mol K,-3.6551812599231934 m^-2 kg^-1 s^2 mol K,-47943.641518804725,-48125.78839997692,-22312.847173651488,-22130.70029247929,7.363027827653853e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.003802,283.15,39300000.0,Liquid,34968,13666.979921621893,-144.53694118168974,-91.74787714285914,-11.034733254142363 m^-2 kg^-1 s^2 mol K,-3.678612279275382 m^-2 kg^-1 s^2 mol K,-48108.0604098622,-47586.75665470636,-21608.3452417058,-22129.64899686164,7.316905459251802e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
0.004083,283.15,49100000.0,Liquid,34968,13749.007709775336,-145.15165730232744,-92.31283988437053,-11.102682653575334 m^-2 kg^-1 s^2 mol K,-3.7012643442928743 m^-2 kg^-1 s^2 mol K,-48262.84156089424,-47045.91484148497,-20907.534228225453,-22124.46094763472,7.273252158328598e-05,-0.02571894751512011,-89.26212298701284,-89.23640403949773,-47368.901180336245,-49721.28012987701,13297.485648347652,7.520218682275925e-05,0.4098834815047031,2.4397177371699614,-2.4396425349831388,-3.865238795697223e-09,2.277430429639307e-05,3.2924289010791026e-05,7.592193984862843e-06,1.445677048233938,0.0600956,2.9997,3.2522000000000004e-10,233.4,8.31446261815324,1
