viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0.0003909,303.15,5420000.0,Liquid,33208,6734.538300838746,-96.12281372727149,-57.11580635107557,-6.869452540008147 m^-2 kg^-1 s^2 mol K,-1.9722237489615997 m^-2 kg^-1 s^2 mol K,-34180.59646079815,-35896.31933304259,-18581.66263771403,-16865.939765469593,0.00014848827868058247,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0004119,303.15,10690000.0,Liquid,33208,6794.216613234827,-97.01979766509425,-57.939435967799064,-6.9685124136944205 m^-2 kg^-1 s^2 mol K,-2.0006638952928197 m^-2 kg^-1 s^2 mol K,-34442.05909970258,-35389.19144778473,-17824.851434146443,-16877.71908606429,0.0001471840032377015,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0004327,303.15,15660000.0,Liquid,33208,6847.146608152634,-97.82187658857042,-58.676992502195915,-7.057220075063481 m^-2 kg^-1 s^2 mol K,-2.0261319155532376 m^-2 kg^-1 s^2 mol K,-34670.25341560673,-34903.69867843599,-17115.768401395293,-16882.323138566033,0.00014604623753920187,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0004526,303.15,20520000.0,Liquid,33208,6896.174342304386,-98.57043266488893,-59.36622652766817,-7.140115874482607 m^-2 kg^-1 s^2 mol K,-2.049931346927337 m^-2 kg^-1 s^2 mol K,-34878.42296379126,-34423.38948259814,-16426.517910735532,-16881.551391928646,0.00014500793488725022,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0004742,303.15,25740000.0,Liquid,33208,6946.191749337995,-99.33979696809857,-60.07550433002907,-7.225422386152082 m^-2 kg^-1 s^2 mol K,-2.0744228951658243 m^-2 kg^-1 s^2 mol K,-35087.53429696454,-33902.43601968113,-15690.546882032828,-16875.645159316235,0.0001439637769998654,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0004949,303.15,30700000.0,Liquid,33208,6991.469750749765,-100.04134356823984,-60.72302987728501,-7.303301808670883 m^-2 kg^-1 s^2 mol K,-2.096782121865833 m^-2 kg^-1 s^2 mol K,-35273.92022830356,-33403.38430225155,-14995.197794952599,-16865.733721004613,0.00014303144197867122,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0005161,303.15,35670000.0,Liquid,33208,7034.876595169978,-100.71854277617415,-61.34876796647439,-7.378560802297626 m^-2 kg^-1 s^2 mol K,-2.118389021933802 m^-2 kg^-1 s^2 mol K,-35449.94635516805,-32900.024280918034,-14302.145271881327,-16852.06734613134,0.00014214890431576047,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0005382,303.15,40830000.0,Liquid,33208,7078.0721772431025,-101.3970659249561,-61.976394710868526,-7.454046948933707 m^-2 kg^-1 s^2 mol K,-2.140061137760531 m^-2 kg^-1 s^2 mol K,-35622.47909874199,-32374.488570830603,-13586.344514230817,-16834.3350421422,0.0001412814075582793,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.000558,303.15,45390000.0,Liquid,33208,7114.804983306705,-101.97777841537567,-62.514069525227775,-7.518714365103855 m^-2 kg^-1 s^2 mol K,-2.1586271898894247 m^-2 kg^-1 s^2 mol K,-35767.08949627188,-31907.96400562846,-12956.823829055664,-16815.949319699084,0.00014055199015943176,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0005823,303.15,50970000.0,Liquid,33208,7158.0825414817255,-102.66643102137064,-63.152300555100396,-7.59547591412798 m^-2 kg^-1 s^2 mol K,-2.1806654744704375 m^-2 kg^-1 s^2 mol K,-35934.93332067458,-31334.840666537722,-12190.220753259038,-16790.3134073959,0.00013970221692819425,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0006043,303.15,55830000.0,Liquid,33208,7194.403253061195,-103.24820094613561,-63.69198887147162,-7.66038549892699 m^-2 kg^-1 s^2 mol K,-2.1993010533510353 m^-2 kg^-1 s^2 mol K,-36073.64729811898,-30833.977770079575,-11525.751343692955,-16765.42087173236,0.00013899693481519865,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
0.0006278,303.15,61000000.0,Liquid,33208,7231.755059047797,-103.85020299713915,-64.25093567770952,-7.727611347656833 m^-2 kg^-1 s^2 mol K,-2.218601632929526 m^-2 kg^-1 s^2 mol K,-36214.22094802825,-30299.730091346428,-10822.058940648792,-16736.549797330612,0.0001382790196618841,-0.03485059212544703,-56.21780362845095,-56.18295303632551,-33862.87281263958,-36368.13544231074,6668.77906110674,0.00014995248618028764,3.107067103114864,0.32184692728312514,-0.32169697479694487,3.79227458324749e-07,2.273256853639112e-05,3.213837615301569e-05,6.526533414599386e-06,1.4137591228007258,0.100203,3.4831,3.8049e-10,238.4,8.31446261815324,1
