,viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0,0.0008916,298.15,100000.0,L,67423,57247.012502844125,-117.25003939681578,-56.90534821978182,-6.844140244919558 m^-2 kg^-1 s^2 mol K,-2.888456642351722 m^-2 kg^-1 s^2 mol K,-41033.72166192922,-43510.931875486065,-26544.60230375812,-24067.39209020128,1.746816045554025e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
1,0.0008916,298.15,100000.0,L,67423,57247.012502844125,-117.25003939681578,-56.90534821978182,-6.844140244919558 m^-2 kg^-1 s^2 mol K,-2.888456642351722 m^-2 kg^-1 s^2 mol K,-41033.72166192922,-43510.931875486065,-26544.60230375812,-24067.39209020128,1.746816045554025e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
2,0.0008927000000000001,298.15,100000.0,L,67423,57247.012502844125,-117.25003939681578,-56.90534821978182,-6.844140244919558 m^-2 kg^-1 s^2 mol K,-2.888456642351722 m^-2 kg^-1 s^2 mol K,-41033.72166192922,-43510.931875486065,-26544.60230375812,-24067.39209020128,1.746816045554025e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
3,0.0008927000000000001,298.15,100000.0,L,67423,57247.012502844125,-117.25003939681578,-56.90534821978182,-6.844140244919558 m^-2 kg^-1 s^2 mol K,-2.888456642351722 m^-2 kg^-1 s^2 mol K,-41033.72166192922,-43510.931875486065,-26544.60230375812,-24067.39209020128,1.746816045554025e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
4,0.0008928,298.15,100000.0,L,67423,57247.012502844125,-117.25003939681578,-56.90534821978182,-6.844140244919558 m^-2 kg^-1 s^2 mol K,-2.888456642351722 m^-2 kg^-1 s^2 mol K,-41033.72166192922,-43510.931875486065,-26544.60230375812,-24067.39209020128,1.746816045554025e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
5,0.0008881000000000001,298.15,31000000.0,L,67423,57664.00328588703,-117.70824910926655,-57.30321437905021,-6.891992544886571 m^-2 kg^-1 s^2 mol K,-2.9086519172504395 m^-2 kg^-1 s^2 mol K,-41168.3950539687,-43109.75499988775,-26024.80163277393,-24083.441686854872,1.7341841409140335e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
6,0.0008881000000000001,298.15,61000000.0,L,67423,58048.439727957935,-118.13425384363839,-57.67397191434824,-6.936584426806702 m^-2 kg^-1 s^2 mol K,-2.9274711864234777 m^-2 kg^-1 s^2 mol K,-41290.14319912892,-42718.25372388343,-25522.758997620487,-24094.648472865985,1.722699188275286e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
7,0.0008913,298.15,90900000.0,L,67423,58413.857553695525,-118.54243340016875,-58.02997556685732,-6.9794018244977805 m^-2 kg^-1 s^2 mol K,-2.9455415637598885 m^-2 kg^-1 s^2 mol K,-41403.67273032809,-42326.49216164839,-25024.854946389896,-24102.035515069587,1.711922550365338e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
8,0.0008979000000000001,298.15,120700000.0,L,67423,58762.28433088966,-118.93465316172333,-58.372748574049595,-7.020627941317873 m^-2 kg^-1 s^2 mol K,-2.9629403672189145 m^-2 kg^-1 s^2 mol K,-41509.88737885279,-41934.805812536484,-24530.9708251836,-24106.0523914999,1.7017718276046127e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
9,0.000907,298.15,150600000.0,L,67423,59097.61969189681,-119.31498412774569,-58.705766743234506,-7.060680820797759 m^-2 kg^-1 s^2 mol K,-2.9798440251860154 m^-2 kg^-1 s^2 mol K,-41610.19677019844,-41540.827813320364,-24037.703458824995,-24107.07241570307,1.6921155288714873e-05,-0.22669073011356275,-56.904073953651476,-56.677383223537916,-40954.64637759784,-43422.54334519173,57245.66953391292,1.7468570254167257e-05,1.290943034255283,0.7746275191584099,-0.7746100505881557,7.463058864232153e-07,3.0139880554663406e-05,4.2292158191384906e-05,1.2720040074051442e-05,1.4031959454743503,0.018011,2.36948,2.1507200000000003e-10,230.71557,8.31446261815324,1
